millisecond,x,y,z,Material-Physics#False#
0,-8.0,0.0,10.0
12,-8.0,0.0,10.0
29,-8.0,0.0,10.0
45,-8.0,0.0,10.0
62,-8.0,0.0,10.0
79,-8.0,0.0,10.0
95,-8.0,0.0,10.0
112,-8.0,0.0,10.0
129,-8.0,0.0,10.0
145,-8.0,0.0,10.0
162,-8.0,0.0,10.0
179,-8.0,0.0,10.0
195,-8.0,0.0,10.0
212,-8.0,0.0,10.0
229,-8.0,0.0,10.0
245,-8.0,0.0,10.0
262,-8.0,0.0,10.0
279,-8.0,0.0,10.0
295,-8.0,0.0,10.0
312,-8.0,0.0,10.0
329,-8.0,0.0,10.0
345,-8.0,0.0,10.0
362,-8.0,0.0,10.0
379,-8.0,0.0,10.0
395,-8.0,0.0,10.0
412,-8.0,0.0,10.0
429,-8.0,0.0,10.0
445,-8.0,0.0,10.0
462,-8.0,0.0,10.0
479,-8.0,0.0,10.0
495,-8.0,0.0,10.0
512,-8.0,0.0,10.0
529,-8.0,0.0,10.0
545,-8.0,0.0,10.0
562,-8.0,0.0,10.0
579,-8.0,0.0,10.0
595,-8.0,0.0,10.0
612,-8.0,0.0,10.0
629,-8.0,0.0,10.0
645,-8.0,0.0,10.0
662,-8.0,0.0,10.0
679,-8.0,0.0,10.0
695,-8.0,0.0,10.0
712,-8.0,0.0,10.0
729,-8.0,0.0,10.0
745,-8.0,0.0,10.0
762,-8.0,0.0,10.0
779,-8.0,0.0,10.0
795,-8.0,0.0,10.0
812,-8.0,0.0,10.0
829,-8.0,0.0,10.0
845,-8.0,0.0,10.0
862,-8.0,0.0,10.0
879,-8.0,0.0,10.0
895,-8.0,0.0,10.0
912,-8.0,0.0,10.0
929,-8.0,0.0,10.0
945,-8.0,0.0,10.0
962,-8.0,0.0,10.0
979,-8.0,0.0,10.0
995,-8.0,0.0,10.0
1012,-8.0,0.0,10.0
1029,-8.0,0.0,10.0
1045,-8.0,0.0,10.0
1062,-8.0,0.0,10.0
1079,-8.0,0.0,10.0
1095,-8.0,0.0,10.0
1112,-8.0,0.0,10.0
1129,-8.0,0.0,10.0
1145,-8.0,0.0,10.0
1162,-8.0,0.0,10.0
1179,-8.0,0.0,10.0
1195,-8.0,0.0,10.0
1212,-8.0,0.0,10.0
1229,-8.0,0.0,10.0
1245,-8.0,0.0,10.0
1262,-8.0,0.0,10.0
1279,-8.0,0.0,10.0
1295,-8.0,0.0,10.0
1312,-8.0,0.0,10.0
1329,-8.0,0.0,10.0
1345,-8.0,0.0,10.0
1362,-8.0,0.0,10.0
1379,-8.0,0.0,10.0
1395,-8.0,0.0,10.0
1412,-8.0,0.0,10.0
1429,-8.0,0.0,10.0
1445,-8.0,0.0,10.0
1462,-8.0,0.0,10.0
1479,-8.0,0.0,10.0
1495,-8.0,0.0,10.0
1512,-8.0,0.0,10.0
1529,-8.0,0.0,10.0
1545,-8.0,0.0,10.0
1562,-8.0,0.0,10.0
1579,-8.0,0.0,10.0
1595,-8.0,0.0,10.0
1612,-8.0,0.0,10.0
1629,-8.0,0.0,10.0
1645,-8.0,0.0,10.0
1662,-8.0,0.0,10.0
1679,-8.0,0.0,10.0
1695,-8.0,0.0,10.0
1712,-8.0,0.0,10.0
1729,-8.0,0.0,10.0
1745,-8.0,0.0,10.0
1762,-8.0,0.0,10.0
1779,-8.0,0.0,10.0
1795,-8.0,0.0,10.0
1812,-8.0,0.0,10.0
1829,-8.0,0.0,10.0
1845,-8.0,0.0,10.0
1862,-8.0,0.0,10.0
1879,-8.0,0.0,10.0
1895,-8.0,0.0,10.0
1912,-8.0,0.0,10.0
1929,-8.0,0.0,10.0
1945,-8.0,0.0,10.0
1962,-8.0,0.0,10.0
1979,-8.0,0.0,10.0
1995,-8.0,0.0,10.0
2012,-8.0,0.0,10.0
2029,-8.0,0.0,10.0
2045,-8.0,0.0,10.0
2062,-8.0,0.0,10.0
2079,-8.0,0.0,10.0
2095,-8.0,0.0,10.0
2112,-8.0,0.0,10.0
2129,-8.0,0.0,10.0
2145,-8.0,0.0,10.0
2162,-8.0,0.0,10.0
2179,-8.0,0.0,10.0
2195,-8.0,0.0,10.0
2212,-8.0,0.0,10.0
2229,-8.0,0.0,10.0
2245,-8.0,0.0,10.0
2262,-8.0,0.0,10.0
2279,-8.0,0.0,10.0
2295,-8.0,0.0,10.0
2312,-8.0,0.0,10.0
2329,-8.0,0.0,10.0
2345,-8.0,0.0,10.0
2362,-8.0,0.0,10.0
2379,-8.0,0.0,10.0
2395,-8.0,0.0,10.0
2412,-8.0,0.0,10.0
2429,-8.0,0.0,10.0
2445,-8.0,0.0,10.0
2462,-8.0,0.0,10.0
2479,-8.0,0.0,10.0
