43.000000;38.000000;1.147940;move(25.000000, 0.000000, 0.000000);53.000000;60.000000;1.147940
54.000000;60.000000;1.107150;move(25.000000, 0.000000, 0.000000);64.000000;83.000000;1.128420
64.000000;83.000000;1.128420;move(25.000000, 0.000000, 0.000000);76.000000;105.000000;1.063700
82.000000;111.000000;-1.475840;move(25.000000, 0.000000, 0.000000);84.000000;86.000000;-1.475840
84.000000;86.000000;-1.475840;move(25.000000, 0.000000, 0.000000);87.000000;61.000000;-1.475840
86.000000;61.000000;-1.428900;move(25.000000, 0.000000, 0.000000);89.000000;35.000000;-1.525370
89.000000;30.000000;2.388440;move(25.000000, 0.000000, 0.000000);73.000000;52.000000;2.119350
73.000000;52.000000;2.119350;move(25.000000, 0.000000, 0.000000);60.000000;72.000000;2.119350
60.000000;72.000000;2.119350;move(25.000000, 0.000000, 0.000000);47.000000;94.000000;2.095590
45.000000;98.000000;-0.531724;move(25.000000, 0.000000, 0.000000);64.000000;84.000000;-0.574305
64.000000;84.000000;-0.574305;move(25.000000, 0.000000, 0.000000);84.000000;70.000000;-0.588003
84.000000;70.000000;-0.588003;move(25.000000, 0.000000, 0.000000);103.000000;56.000000;-0.574305
108.000000;58.000000;3.096170;move(25.000000, 0.000000, 0.000000);83.000000;57.000000;3.046640
83.000000;57.000000;3.046640;move(25.000000, 0.000000, 0.000000);59.000000;59.000000;3.046640
59.000000;59.000000;2.992700;move(25.000000, 0.000000, 0.000000);36.000000;62.000000;2.992700
31.000000;62.000000;0.442374;move(25.000000, 0.000000, 0.000000);53.000000;73.000000;0.463648
53.000000;73.000000;0.463648;move(25.000000, 0.000000, 0.000000);74.000000;84.000000;0.398522
74.000000;84.000000;0.398522;move(25.000000, 0.000000, 0.000000);96.000000;94.000000;0.398522
99.000000;96.000000;-2.119350;move(25.000000, 0.000000, 0.000000);85.000000;75.000000;-2.223640
85.000000;75.000000;-2.259720;move(25.000000, 0.000000, 0.000000);71.000000;54.000000;-2.289630
71.000000;54.000000;-2.289630;move(25.000000, 0.000000, 0.000000);56.000000;34.000000;-2.289630
54.000000;31.000000;1.993650;move(25.000000, 0.000000, 0.000000);54.000000;57.000000;1.480140
54.000000;57.000000;1.480140;move(25.000000, 0.000000, 0.000000);56.000000;83.000000;1.475840
56.000000;83.000000;1.475840;move(25.000000, 0.000000, 0.000000);58.000000;108.000000;1.382570
59.000000;113.000000;-1.217810;move(25.000000, 0.000000, 0.000000);66.000000;89.000000;-1.279340
