1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;-1.6623068477272795e-07,1.826973239360541e-07,0.0,0.0,-0.0,1.2536998106327246e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;87.22012042999268,0.12807424645870924,0.0,0.0,-0.0,0.001979656983166933
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;-1.5667005470731965e-07,1.4980235940598163e-07,0.0,0.0,-0.0,3.839554096884967e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;6.1676811426877975,0.0041256331314798445,0.0,0.0,-0.0,0.0003803872095886618
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;-3.687800342877523e-08,1.5652195095583465e-07,0.0,0.0,-0.0,3.558740857556586e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;238.4070873260498,2.0052609965205193,0.0,0.0,-0.0,0.008742598816752434
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;-1.2703048613005308e-07,1.6375399924939416e-07,0.0,0.0,-0.0,3.547011218074658e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;151.3046145439148,0.1855289563536644,0.0,0.0,-0.0,0.001428665709681809
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;262.6593351364136,2.719484083354473,0.0,0.0,-0.0,0.010773680172860622
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;1.7825020348638532e-07,1.4371314138728053e-07,0.0,0.0,-0.0,3.8398823676288885e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;1.5781487228139213e-07,1.342777555812802e-07,0.0,0.0,-0.0,3.0065653078281684e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;7.672923962864786e-08,3.794417210989387e-09,0.0,0.0,-0.0,3.5749341265045587e-08

1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;6.215133517980576,0.004133075708523393,0.0,0.0,-0.0,0.0003813754301518202
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;-1.6623068477272795e-07,1.826973239360541e-07,0.0,0.0,-0.0,1.2536998106327246e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;374.68714714050293,6.975465267896652,0.0,0.0,-0.0,0.009769996628165245
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;-1.835073870637416e-07,8.058060885218765e-08,0.0,0.0,-0.0,1.3610171833988716e-07
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;8.138113116729073e-05,2.3285112149551423e-05,0.0,0.0,-0.0,2.4103558189381147e-06
