'milliseconds','x','y','z'
1383992620977,-8.0,0.0,10.0
1383992620989,-7.666893482208252,0.0,9.997278213500977
1383992621014,-7.33401346206665,0.0,9.991835594177246
1383992621027,-7.001359939575195,0.0,9.983674049377441
1383992621044,-6.6689324378967285,0.0,9.972796440124512
1383992621060,-6.33673095703125,0.0,9.959203720092773
1383992621077,-6.00475549697876,0.0,9.94289779663086
1383992621093,-5.673006057739258,0.0,9.923881530761719
1383992621110,-5.341482162475586,0.0,9.902155876159668
1383992621130,-5.010183811187744,0.0,9.87772274017334
1383992621143,-4.679110527038574,0.0,9.850584030151367
1383992621160,-4.348262786865234,0.0,9.820741653442383
1383992621177,-4.017640113830566,0.0,9.788196563720703
1383992621202,-3.687242031097412,0.0,9.752951622009277
1383992621203,-3.3570687770843506,0.0,9.715008735656738
1383992621218,-3.0271201133728027,0.0,9.674368858337402
1383992621235,-2.6973958015441895,0.0,9.631034851074219
1383992621252,-2.3678956031799316,0.0,9.585007667541504
1383992621268,-2.0386195182800293,0.0,9.536290168762207
1383992621285,-1.7095675468444824,0.0,9.484883308410645
1383992621302,-1.3807393312454224,0.0,9.43078899383545
1383992621318,-1.0521347522735596,0.0,9.374009132385254
1383992621335,-0.7237536907196045,0.0,9.314545631408691
1383992621352,-0.3955959677696228,0.0,9.252400398254395
1383992621368,-0.06766143441200256,0.0,9.187575340270996
1383992621385,0.26005005836486816,0.0,9.120072364807129
1383992621402,0.5875386595726013,0.0,9.049893379211426
1383992621418,0.9148045182228088,0.0,8.977039337158203
1383992621435,1.2418477535247803,0.0,8.90151309967041
1383992621452,1.5686686038970947,0.0,8.823315620422363
1383992621468,1.895267128944397,0.0,8.742448806762695
1383992621485,2.2216434478759766,0.0,8.658915519714355
1383992621502,2.547797918319702,0.0,8.57271671295166
1383992621518,2.873730421066284,0.0,8.483854293823242
1383992621536,3.199441432952881,0.0,8.392330169677734
1383992621552,3.524930715560913,0.0,8.29814624786377
1383992621568,3.850198745727539,0.0,8.201303482055664
1383992621585,4.17524528503418,0.0,8.101804733276367
1383992621602,4.500071048736572,0.0,7.9996514320373535
1383992621618,4.824675559997559,0.0,7.894845485687256
1383992621635,5.149059295654297,0.0,7.787388324737549
1383992621652,5.473222732543945,0.0,7.677281856536865
1383992621668,5.797165393829346,0.0,7.564528465270996
1383992621685,6.120887756347656,0.0,7.449129581451416
1383992621702,6.444390296936035,0.0,7.3310866355896
1383992621718,6.767672538757324,0.0,7.210402011871338
1383992621735,7.090734958648682,0.0,7.0870771408081055
1383992621752,7.413577556610107,0.0,6.961113929748535
1383992621768,7.73620080947876,0.0,6.83251428604126
1383992621785,8.05860424041748,0.0,6.701279640197754
1383992621802,8.380788803100586,0.0,6.56741189956665
1383992621818,8.702754020690918,0.0,6.430912971496582
1383992621835,8.375910758972168,-2.4597259198344545e-06,6.3401947021484375
1383992621852,8.04928970336914,-4.917778824164998e-06,6.246816158294678
1383992621868,7.722890853881836,-7.374159849860007e-06,6.150778770446777
1383992621885,7.396714210510254,-9.82887013378786e-06,6.052084445953369
1383992621902,7.070759296417236,-1.2281911040190607e-05,5.950735092163086
1383992621918,6.745026111602783,-1.4733283023815602e-05,5.8467326164245605
1383992621936,6.4195146560668945,-1.718298881314695e-05,5.740078449249268
1383992621952,6.094224452972412,-1.9631028408184648e-05,5.63077449798584
1383992621968,5.769155502319336,-2.2077401808928698e-05,5.51882266998291
1383992621985,5.444307804107666,-2.4522110834368505e-05,5.404224872589111
1383992622003,5.119680881500244,-2.696515730349347e-05,5.286983013153076
1383992622020,4.79527473449707,-2.9406543035292998e-05,5.167098522186279
1383992622035,4.4710893630981445,-3.1846266210777685e-05,5.0445733070373535
1383992622052,4.147124290466309,-3.428433046792634e-05,4.919409275054932
1383992622068,3.8233795166015625,-3.6720739444717765e-05,4.791607856750488
1383992622085,3.4998550415039062,-3.915548950317316e-05,4.6611714363098145
1383992622102,3.1765506267547607,-4.1588584281271324e-05,4.528101444244385
1383992622118,2.853466033935547,-4.402002377901226e-05,4.392399787902832
1383992622135,2.5306012630462646,-4.6449807996395975e-05,4.254068374633789
1383992622152,2.207956075668335,-4.887794057140127e-05,4.1131086349487305
1383992622168,1.8855303525924683,-5.130442150402814e-05,3.969522476196289
1383992622185,1.563323974609375,-5.3729250794276595e-05,3.8233118057250977
1383992622205,1.241336703300476,-5.6152432080125436e-05,3.67447829246521
1383992622218,0.9195684194564819,-5.8573965361574665e-05,3.523023843765259
1383992622235,0.5980189442634583,-6.099385063862428e-05,3.368950128555298
1383992622252,0.27668818831443787,-6.341208791127428e-05,3.21225905418396
1383992622268,-0.04442402720451355,-6.582868081750348e-05,3.052952289581299
1383992622285,-0.36531785130500793,-6.824363663326949e-05,2.8910317420959473
1383992622302,-0.6859934329986572,-7.065694808261469e-05,2.726499080657959
1383992622318,-1.006450891494751,-7.306861516553909e-05,2.559356212615967
1383992622335,-1.326690435409546,-7.547864515800029e-05,2.3896048069000244
1383992622352,-1.646712064743042,-7.788703078404069e-05,2.2172465324401855
1383992622368,-1.9665160179138184,-8.02937793196179e-05,2.042283296585083
1383992622385,-2.286102533340454,-8.269889076473191e-05,1.86471688747406
1383992622402,-2.605471611022949,-8.510237239534035e-05,1.6845489740371704
1383992622418,-2.924623489379883,-8.75042169354856e-05,1.5017814636230469
1383992622435,-3.243558406829834,-8.990442438516766e-05,1.3164160251617432
1383992622452,-3.5622763633728027,-9.230300202034414e-05,1.1284544467926025
1383992622468,-3.880777597427368,-9.469994984101504e-05,0.9378984570503235
1383992622485,-4.199062347412109,-9.709526784718037e-05,0.7447498440742493
1383992622502,-4.517130374908447,-9.948895603884012e-05,0.5490103960037231
1383992622518,-4.834981918334961,-0.00010188101441599429,0.3506818413734436
1383992622535,-5.152617454528809,-0.00010427144297864288,0.1497659832239151
1383992622552,-5.47003698348999,-0.00010666024900274351,-0.05373544991016388
1383992622568,-5.787240505218506,-0.00010904743248829618,-0.25982069969177246
1383992622585,-6.104228496551514,-0.00011143298615934327,-0.4684879779815674
1383992622602,-6.421000957489014,-0.0001138169172918424,-0.679735541343689
1383992622618,-6.737557888031006,-0.00011619923316175118,-0.893561601638794
1383992622635,-7.05389928817749,-0.000118579926493112,-1.1099644899368286
1383992622652,-7.370025634765625,-0.00012095899728592485,-1.3289424180984497
1383992622668,-7.634069442749023,-0.0012715557822957635,-1.3210515975952148
1383992622685,-7.888504505157471,-0.0029921799432486296,-1.3150612115859985
1383992622702,-8.131962776184082,-0.004554311279207468,-1.3766083717346191
1383992622718,-8.374796867370605,-0.006151612848043442,-1.378139853477478
1383992622737,-8.61591625213623,-0.007999438792467117,-1.324867844581604
1383992622752,-8.856109619140625,-0.009956147521734238,-1.2591369152069092
1383992622768,-9.02127456665039,-0.015671489760279655,-1.1494896411895752
1383992622785,-8.78258991241455,-0.0055770231410861015,-1.1409610509872437
1383992622802,-8.449482917785645,-0.0055770231410861015,-0.9771299362182617
1383992622818,-8.116602897644043,-0.0055770231410861015,-0.8161324858665466
1383992622835,-7.783949375152588,-0.0055770231410861015,-0.6579667329788208
1383992622852,-7.451521873474121,-0.0055770231410861015,-0.5026307702064514
1383992622868,-7.119320392608643,-0.0055770231410861015,-0.35012269020080566
1383992622885,-6.787344932556152,-0.0055770231410861015,-0.20044055581092834
1383992622902,-6.45559549331665,-0.0055770231410861015,-0.05358244478702545
1383992622918,-6.1240715980529785,-0.0055770231410861015,0.09045356512069702
1383992622937,-5.792773246765137,-0.0055770231410861015,0.23166941106319427
