"ID","generation_number","highest_fitness","average_fitness","lowest_fitness","crossover_probability","mutation_probability"
"397","396","1.4982605786","17.7383081179","31.9596763074","0.659","0.341"
"398","397","1.4982293286","47.1096854310","374.8150787890","0.663","0.337"
"399","398","1.4650659985","21.2676972425","120.7114284160","0.670","0.330"
"400","399","1.4982603345","25.0653641122","104.9654929930","0.678","0.322"
"401","400","1.4982417798","59.3343769242","460.4630097420","0.671","0.329"
"402","401","1.4982583813","293.4246694990","1920.7970051300","0.679","0.321"
"403","402","1.4982437329","47.9151936697","332.4564604460","0.686","0.314"
"404","403","1.4982205395","16.1539171098","26.1750713647","0.694","0.306"
"405","404","1.4982503247","31.7808041045","150.9493271140","0.697","0.303"
"406","405","1.4982578930","16.0591893420","26.9598235328","0.704","0.296"
"407","406","1.4982566723","27.8575956514","155.8684470930","0.707","0.293"
"408","407","1.4982071118","310.5040896710","2461.6414311900","0.700","0.300"
"409","408","1.4979871411","38.1738898176","114.9469147420","0.708","0.292"
"410","409","1.4982879223","18.9822378008","33.9625718096","0.713","0.287"
"411","410","1.4982539868","67.3144418301","542.7790280270","0.710","0.290"
"412","411","1.4982556958","16.5680048999","24.9595019911","0.718","0.282"
"413","412","1.4982388501","23.2609040416","62.7990665201","0.720","0.280"
"414","413","1.4982696118","15.1631567047","22.9620735243","0.726","0.274"
"415","414","1.4982552075","75.8555311790","276.9916401000","0.728","0.272"
"416","415","1.4982461743","92.6884628259","464.4384230830","0.722","0.278"
"417","416","1.4982159008","18.4598966973","97.4456886996","0.729","0.271"
"418","417","1.4982832837","158.3795750380","823.4691093910","0.736","0.264"
"419","418","1.4982564282","19.9648205464","49.6198158622","0.729","0.271"
"420","419","1.4982339673","43.5672733125","232.2076316470","0.724","0.276"
"421","420","1.4982129712","13.1464817377","50.2963588678","0.731","0.269"
"422","421","1.4982168774","6.0500690919","19.9654353407","0.724","0.276"
"423","422","1.4982281079","9.2343839508","21.9597689153","0.731","0.269"
"424","423","1.4982346997","13.1477588383","21.6054459265","0.736","0.264"
"425","424","1.4982569165","16.6788594633","28.8805695911","0.739","0.261"
"426","425","1.4982327466","23.0715485145","72.0432750525","0.736","0.264"
"427","426","1.4982107739","71.3566697097","323.7213901490","0.730","0.270"
"428","427","1.4982493481","152.1693639610","1378.2977594000","0.737","0.263"
"429","428","1.4982549634","179.6847869290","1378.2977386500","0.745","0.255"
"430","429","1.4982549634","122.6541810510","866.2977687070","0.753","0.247"
"431","430","1.4650828442","38.4775738901","213.8187487220","0.745","0.255"
"432","431","1.4982459302","16.3415962586","33.4569907271","0.738","0.262"
"433","432","1.4982442212","59.1322450567","302.4886660790","0.742","0.258"
"434","433","1.4982303052","50.2116576620","365.8422303020","0.735","0.265"
"435","434","1.4979766430","14.0612123182","23.9575952529","0.727","0.273"
"436","435","1.4982161450","44.0328372051","270.8050899160","0.731","0.269"
"437","436","1.4982307934","40.5528271721","270.8050691640","0.738","0.262"
"438","437","1.4982581372","238.5793275540","1952.4912918900","0.746","0.254"
"439","438","1.4982500805","16.9675830184","38.5104958015","0.753","0.247"
"440","439","1.4982405591","50.1709518557","197.9885753890","0.749","0.251"
"441","440","1.4982564282","17.5396383837","34.7859379102","0.755","0.245"
"442","441","1.4982552075","62.1816631110","357.8352110540","0.751","0.249"
"443","442","1.4982530102","62.7135442085","357.8351907900","0.758","0.242"
"444","443","1.4982549634","15.9333103256","23.3177577275","0.751","0.249"
"445","444","1.4982386059","16.0781190154","31.0322759870","0.753","0.247"
"446","445","1.4982471508","14.7796244086","21.0183512199","0.749","0.251"
"447","446","1.4982598462","22.9997104056","99.4546313285","0.747","0.253"
"448","447","1.4982515454","16.2703617740","67.1393490458","0.754","0.246"
"449","448","1.4982513012","21.6588900165","83.4373722124","0.761","0.239"
"450","449","1.4982459302","24.4900982628","93.3151818764","0.767","0.233"
"451","450","1.4982757153","19.3937717616","86.4341839954","0.774","0.226"
"452","451","1.4982732739","36.8284570572","179.1777511090","0.781","0.219"
"453","452","1.4982432446","25.4500659392","86.4341720325","0.774","0.226"
"454","453","1.4982574048","16.4984463237","73.3879520689","0.780","0.220"
"455","454","1.4982503247","22.8459822361","82.2131615436","0.787","0.213"
"456","455","1.4982537426","25.5482440145","166.3006001380","0.793","0.207"
"457","456","1.4982576489","12.9604927086","23.0691378831","0.801","0.199"
"458","457","1.4982471508","31.8087326524","125.9329190070","0.804","0.196"
"459","458","1.4982564282","31.5887560952","125.9329370730","0.798","0.202"
"460","459","1.4982476391","24.7090383519","145.3575190730","0.791","0.209"
"461","460","1.4982395825","9.5925224609","26.9177281918","0.784","0.216"
"462","461","1.4982149243","44.2387890859","244.0283359730","0.790","0.210"
"463","462","1.4982520337","68.3657515990","645.6105588480","0.797","0.203"
"464","463","1.4982344555","75.5920525038","463.5287308800","0.789","0.211"
"465","464","1.4982857251","51.8863054893","267.6041156630","0.796","0.204"
"466","465","1.4982669262","102.1218980720","453.5705348740","0.803","0.197"
"467","466","1.1310219981","120.7336062620","1102.6313641600","0.797","0.203"
"468","467","1.1310241954","137.9862198190","1102.6313724600","0.804","0.196"
"469","468","1.1310176036","6.6734765582","19.9653485047","0.812","0.188"
"470","469","1.1310085704","11.4200605783","20.4446156549","0.818","0.182"
"471","470","1.1310193126","17.6336912103","48.3495054204","0.822","0.178"
"472","471","1.1310176036","9.4754982660","21.8666327305","0.827","0.173"
"473","472","1.1310195567","10.0802291390","19.9659850525","0.822","0.178"
"474","473","1.1310200450","8.1887407920","20.4632327082","0.827","0.173"
"475","474","1.1309951427","9.8471718226","21.4654015125","0.832","0.168"
"476","475","1.1310180919","7.5200579337","19.9655176580","0.827","0.173"
"477","476","1.1310124767","31.5093946731","236.7701548060","0.822","0.178"
"478","477","1.1309944103","29.0617689339","103.0318414810","0.829","0.171"
"479","478","1.1310168712","13.4201240772","22.9612693780","0.823","0.177"
"480","479","1.1310078380","14.4972861682","32.6149054481","0.827","0.173"
"481","480","1.1310056407","11.6617682076","20.9597199082","0.822","0.178"
"482","481","1.1309865978","13.6188704296","23.7156335837","0.818","0.182"
"483","482","1.1310102794","13.0733103633","24.7588913492","0.822","0.178"
"484","483","1.1310207774","19.4148820729","65.0204544659","0.826","0.174"
"485","484","1.1310058849","20.4090998851","56.6009225832","0.832","0.168"
"486","485","1.1310041759","20.3037979698","99.9703235670","0.837","0.163"
"487","486","1.1310202892","14.7607074650","36.9581562507","0.844","0.156"
"488","487","1.1310212657","12.6942311719","45.5875997764","0.849","0.151"
"489","488","1.1310080821","26.8547809578","124.5324211530","0.843","0.157"
"490","489","1.1310183360","22.9280190423","61.4019541103","0.850","0.150"
"491","490","1.1310127208","12.8561501429","30.4590024394","0.855","0.145"
"492","491","1.1310083263","13.0891340065","22.9467670165","0.860","0.140"
"493","492","1.1309704845","18.0534642800","35.4171741092","0.857","0.143"
"494","493","1.1310027110","9.5443569859","27.6308043918","0.861","0.139"
"495","494","1.1310124767","9.0127061987","19.9653425600","0.867","0.133"
"496","495","1.1310202892","12.6072580195","19.9653765265","0.872","0.128"
"497","496","1.1310122325","7.1555456511","21.7600260340","0.874","0.126"
"498","497","1.1309897716","14.2815404172","35.6195860978","0.881","0.119"
"499","498","1.1310039317","12.9306807560","20.1556087772","0.886","0.114"
"500","499","1.1310219981","11.7744908283","20.9654146712","0.883","0.117"
