1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;5.6250604174579166e-08,1.691210393950371e-07,0.0,0.0,-0.0,3.9197299628312976e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;0.23343712091445923,-0.028901692712679505,0.0,0.0,-0.0,0.007132101338356733
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;-1.8593696582414054e-07,1.4276883009145536e-07,0.0,0.0,-0.0,3.375347290557329e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;141.7839527130127,0.04144672420807183,0.0,0.0,-0.0,0.0006082854233682156
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;17.417965829372406,1.1605624109506607,0.0,0.0,-0.0,0.13277187943458557
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;14.22412395477295,0.024770855088718235,0.0,0.0,-0.0,0.0006278750370256603
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;1.537514449090338e-07,-1.6393812973802824e-07,0.0,0.0,0.0,-4.104069262211851e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;9.856487065553665,0.11300857877358794,0.0,0.0,-0.0,0.05124962329864502
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;5.619194887174217e-07,-8.041854959728312e-08,0.0,0.0,-0.0,3.218130473214842e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;133.47023725509644,0.18116736318916082,0.0,0.0,-0.0,0.0015893346862867475

1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;9.856487065553665,0.11300857877358794,0.0,0.0,-0.0,0.05124962329864502
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;17.417965829372406,1.1605624109506607,0.0,0.0,-0.0,0.13277187943458557
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;-1.639273161657684e-07,1.7693634335458341e-07,0.0,0.0,-0.0,3.717246599421742e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;1.726184750694415e-07,5.653678276950659e-12,0.0,0.0,0.0,-3.119231262171951e-11
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;1.725852794010052e-07,-1.0133548121178497e-12,0.0,0.0,0.0,-9.546773788171592e-11
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;1.0162178876171879e-07,1.387372217109828e-07,0.0,0.0,-0.0,3.483009081151067e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;1.7267729468528614e-07,1.8940229741284612e-20,0.0,0.0,-0.0,2.3677227779885215e-17
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;35.048696398735046,4.441506415605545,0.0,0.0,-0.0,0.4322521388530731
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;7.057620584964752,-0.6760479416698217,0.0,0.0,0.0,-0.048343077301979065
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;2.1492490009933363e-07,1.6658842083572267e-07,0.0,0.0,-0.0,3.044726781809004e-08

1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;9.856487065553665,0.11300857877358794,0.0,0.0,-0.0,0.05124962329864502
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;17.417965829372406,1.1605624109506607,0.0,0.0,-0.0,0.13277187943458557
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;-1.1788084952613076e-07,-1.602254440236095e-07,0.0,0.0,0.0,-3.9160607201438324e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;2.770937792956829,-6.448810836445773e-05,0.0,0.0,0.0,-3.136909469958482e-07
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;1856.148910522461,-48.49794805049896,0.0,0.0,-0.0,1.11020827293396
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;8.428802544813152e-07,-3.238734558319578e-08,0.0,0.0,-0.0,4.0211876495277465e-08
1.7267729468528614e-07,0.0,0.0,0.0,0.0,0.0;1.7205412650156404e-07,-1.774181149248444e-15,0.0,0.0,0.0,-7.287002945499665e-11
