"ID","generation_number","highest_fitness","average_fitness","lowest_fitness","crossover_probability","mutation_probability"
"1305","154","19.9404320761","111.8061429370","627.0885009160","0.000","1.000"
"1306","155","19.9685893527","50.8919941015","206.5203863290","0.000","1.000"
"1307","156","19.9692717601","29.5089484324","35.3834289076","0.000","1.000"
"1308","157","19.1199679816","42.7107894398","190.4800442410","0.000","1.000"
"1309","158","12.7012948847","237.0386849320","2127.9222361400","0.000","1.000"
"1310","159","19.9942102171","36.7577011974","73.1284666346","0.000","1.000"
"1311","160","19.9676236730","30.6855548944","34.9664593651","0.000","1.000"
"1312","161","20.0209235773","75.6605755638","439.1436354950","0.000","1.000"
"1313","162","19.9645680082","37.5051582629","77.0440630348","0.000","1.000"
"1314","163","19.9563888033","58.1442103165","229.9260903010","0.000","1.000"
"1315","164","10.2324203450","38.6413817988","84.6934437711","0.000","1.000"
"1316","165","19.9895240968","49.9802420073","198.4256593990","0.000","1.000"
"1317","166","19.9898760464","57.9994148717","271.0497862330","0.000","1.000"
"1318","167","19.9654700245","143.4042171340","510.8096318270","0.000","1.000"
"1319","168","19.9792414134","1491.7388765100","14654.9669918000","0.000","1.000"
"1320","169","19.1572407781","30.6358719322","59.0269215647","0.000","1.000"
"1321","170","19.5548968461","31.4046606838","35.1068138109","0.000","1.000"
"1322","171","17.8938891077","6965.5377779100","68969.9483560000","0.000","1.000"
"1323","172","12.9229159673","29.1434748981","37.0140736650","0.000","1.000"
"1324","173","19.5788169841","47.9190670616","138.9278169550","0.000","1.000"
"1325","174","17.9806128834","36.2359556216","53.3808299353","0.000","1.000"
"1326","175","19.9899857967","34.5930461150","45.3334275613","0.000","1.000"
"1327","176","21.1138528685","125.0863695670","780.8846142700","0.000","1.000"
"1328","177","19.9913061560","121.8245443240","450.2148541250","0.000","1.000"
"1329","178","19.4881259396","51.2437166623","130.1493996210","0.000","1.000"
"1330","179","19.9900873578","293.1772979260","2616.5612702300","0.000","1.000"
"1331","180","8.6287372599","33.1187788460","35.0022352795","0.000","1.000"
"1332","181","11.3710595465","31.0741634829","36.8904913899","0.000","1.000"
"1333","182","19.9799319899","33.8455400692","52.2508889504","0.000","1.000"
"1334","183","19.9654236297","3888.3680252300","38536.5469797000","0.000","1.000"
"1335","184","19.9686537865","47.4402360553","199.3931014390","0.000","1.000"
"1336","185","27.1392525969","3067.9825489800","15961.2514396000","0.000","1.000"
"1337","186","30.7386494924","79.5188338044","444.1012559650","0.000","1.000"
"1338","187","19.0962531224","387.4915221160","3353.9307139500","0.000","1.000"
"1339","188","19.9214322310","33.3337656003","56.5982592778","0.000","1.000"
"1340","189","19.9958290795","39.3214140977","59.9282409925","0.000","1.000"
"1341","190","27.4344819120","51.7051916317","183.5074723440","0.000","1.000"
"1342","191","19.9904297956","32.5059813462","35.9156385155","0.000","1.000"
"1343","192","19.9991842311","37.5799122867","79.4661863246","0.000","1.000"
"1344","193","11.8168405121","26.4195010131","35.3200497070","0.000","1.000"
"1345","194","19.9646067479","72.4406116387","385.7291578710","0.000","1.000"
"1346","195","19.9941154885","142.4502809650","858.9494162560","0.000","1.000"
"1347","196","19.9690524623","1626.5982085800","15968.5586753000","0.000","1.000"
"1348","197","19.9684235761","572.9561269560","5445.3656738600","0.000","1.000"
"1349","198","19.9654209442","231.4073301870","1860.3719736600","0.000","1.000"
"1350","199","19.9696295863","105.4445012200","556.2649763410","0.000","1.000"
"1351","200","22.9634104909","36.3289702855","39.1623816822","0.000","1.000"
"1352","201","23.9636647634","35.8796725109","35.4973154471","0.000","1.000"
"1353","202","19.9952075695","128.9015266570","952.2243371510","0.000","1.000"
"1354","203","19.9654175244","39.6168407007","137.8694933230","0.000","1.000"
"1355","204","19.9964799640","54.5714425014","249.9062215670","0.000","1.000"
"1356","205","19.9653865198","54.4773049168","101.2256959080","0.000","1.000"
"1357","206","19.9947751626","64.7442042384","286.0406139770","0.000","1.000"
"1358","207","22.3467608610","36.2041371822","48.3284156448","0.000","1.000"
"1359","208","19.9694445174","31.3892897645","35.8870236560","0.000","1.000"
"1360","209","19.9895551160","57.2756250814","298.7661267280","0.000","1.000"
"1361","210","19.9654141887","328.1264652540","2601.8835083500","0.000","1.000"
"1362","211","15.2459871546","30.7269455472","35.9573031783","0.000","1.000"
"1363","212","19.9662752841","53.9226496729","196.9660389730","0.000","1.000"
"1364","213","12.6943151976","32.4384603476","41.8069156028","0.000","1.000"
"1365","214","19.9649414296","42.1936469705","104.8880779010","0.000","1.000"
"1366","215","21.4801723579","47.7961603577","126.0375238610","0.000","1.000"
"1367","216","12.9978595935","186.0852289330","1603.6985616800","0.000","1.000"
"1368","217","20.6301792372","37.7729388594","67.2328603733","0.000","1.000"
"1369","218","20.9564121986","48.2352550282","79.7479456747","0.000","1.000"
"1370","219","21.4598387832","45.5229142953","65.5923257332","0.000","1.000"
"1371","220","19.9655215298","87.9517259951","515.6769338320","0.000","1.000"
"1372","221","19.9750332062","1441.1058283900","7065.7003344100","0.000","1.000"
"1373","222","19.9953212617","51.7209264796","216.1867897840","0.000","1.000"
"1374","223","13.7818581033","32.9600912250","37.1386329746","0.000","1.000"
"1375","224","19.7843744182","47.5111483326","124.0117534960","0.000","1.000"
"1376","225","19.8890545061","47.0777568145","136.4432714290","0.000","1.000"
"1377","226","19.9649110873","29.8107846041","41.7850548370","0.000","1.000"
"1378","227","19.9655732883","4380.7843306900","43453.5374062000","0.000","1.000"
"1379","228","19.9529981989","438.5456380960","3708.9472009900","0.000","1.000"
"1380","229","19.9733958976","41.0976784666","105.6421090070","0.000","1.000"
"1381","230","19.9744385002","33.0670153441","40.4741705071","0.000","1.000"
"1382","231","9.2576533763","38.6580237040","99.9279471221","0.000","1.000"
"1383","232","11.3455960553","27.0095388346","36.7674309271","0.000","1.000"
"1384","233","19.9691685452","30.1189544973","34.9673438933","0.000","1.000"
"1385","234","18.4094021263","87.6871305627","587.9288936910","0.000","1.000"
"1386","235","18.7540010223","28.7292027599","35.0045769351","0.000","1.000"
"1387","236","19.9639296779","41.2518298141","75.8304512431","0.000","1.000"
"1388","237","19.8812742080","34.2992015571","81.1061024753","0.000","1.000"
"1389","238","19.9588606407","52.7218814351","142.2626700220","0.000","1.000"
"1390","239","19.9653947845","30.5901312753","34.9993447384","0.000","1.000"
"1391","240","17.1602509307","56.3271730230","131.2493706260","0.000","1.000"
"1392","241","19.9362809923","55.1374948460","119.8416027500","0.000","1.000"
"1393","242","19.9326587552","36.1368394790","66.3567281247","0.000","1.000"
"1394","243","19.9654209463","36.6797653053","76.0988114474","0.000","1.000"
"1395","244","19.9527427530","29.0073345530","35.0047959681","0.000","1.000"
"1396","245","19.9693926329","492.0956269970","2211.5683567900","0.000","1.000"
"1397","246","16.2294979201","297.8496261170","2595.1709789900","0.000","1.000"
"1398","247","19.9654661910","114.1620052480","837.9862226680","0.000","1.000"
"1399","248","18.5849318945","66.2960649512","393.2164509820","0.000","1.000"
"1400","249","19.9792823966","31.8872188033","34.9618323955","0.000","1.000"
"1401","250","19.9691765866","49.6331670465","185.2046955690","0.000","1.000"
"1402","251","19.9612953781","30.6967823050","35.0442735933","0.000","1.000"
"1403","252","19.9694052322","107.7880085380","746.0721699440","0.000","1.000"
"1404","253","19.9726679021","29.9908872213","34.9611646356","0.000","1.000"
"1405","254","19.9295037305","34.3908496280","52.5767993049","0.000","1.000"
"1406","255","20.0042621332","41.9478052705","85.4097625603","0.000","1.000"
"1407","256","19.9731291301","78.4655130867","463.9276422620","0.000","1.000"
"1408","257","19.5700252729","38.2960276516","91.5923265276","0.000","1.000"
"1409","258","16.1342456966","72.6477749592","461.3943464570","0.000","1.000"
"1410","259","24.4601287380","121.4254679660","506.7263366650","0.000","1.000"
"1411","260","13.3998316560","30.8944777020","35.2673630500","0.000","1.000"
"1412","261","25.0376308903","47.7121249848","79.7140290756","0.000","1.000"
"1413","262","19.9873008501","234.5155951210","2028.5523365300","0.000","1.000"
"1414","263","22.9650148921","36.0495717587","35.0022311037","0.000","1.000"
"1415","264","15.7619416826","30.8999314356","34.9967899170","0.000","1.000"
"1416","265","19.9856849395","492.3393787610","4648.0764869800","0.000","1.000"
"1417","266","19.9843868214","32.9079062616","35.0336142703","0.000","1.000"
"1418","267","19.9682208913","135.0794015080","919.4933613250","0.000","1.000"
"1419","268","19.9677096163","30.4573061517","35.4590717338","0.000","1.000"
"1420","269","19.9767333824","31.3803184576","35.0332108730","0.000","1.000"
"1421","270","19.9779531972","47.6946360580","133.8571236430","0.000","1.000"
"1422","271","20.0300814186","35.7808060585","44.2798128039","0.000","1.000"
"1423","272","20.4569719354","46.9316620386","78.8226606502","0.000","1.000"
"1424","273","19.9850049669","127.0388195090","905.9744727960","0.000","1.000"
"1425","274","19.6217716932","75.3126176841","390.1396576910","0.000","1.000"
"1426","275","1.6821490907","213.1921451150","764.7953936580","0.000","1.000"
"1427","276","14.5994547977","28.0912089697","34.9889542881","0.000","1.000"
"1428","277","19.9654302579","31.4057912026","47.6911405521","0.000","1.000"
"1429","278","19.9654180226","32.1041317158","34.9819302019","0.000","1.000"
"1430","279","19.9655437299","43.3201191016","102.9201276520","0.000","1.000"
"1431","280","21.9251153435","117.6381871200","877.1534838180","0.000","1.000"
"1432","281","25.1049833562","100.5043497700","401.0869414820","0.000","1.000"
"1433","282","16.3527810737","36.4866481678","63.1269033541","0.000","1.000"
"1434","283","20.0036792675","33.9362478125","58.3404816988","0.000","1.000"
"1435","284","19.9654143592","33.6426494833","36.6997695316","0.000","1.000"
"1436","285","8.6476822549","31.6005946228","56.2973385067","0.000","1.000"
"1437","286","13.5191860138","316.6730381260","2806.8739741600","0.000","1.000"
"1438","287","19.9653623013","33.6821778266","59.4111414146","0.000","1.000"
"1439","288","19.9654244196","25.8292180893","34.9604671169","0.000","1.000"
"1440","289","19.9770337318","57.9044894445","167.7387648060","0.000","1.000"
"1441","290","19.9696283488","32.9702977443","38.4390097281","0.000","1.000"
"1442","291","19.9941872480","32.3641342255","39.5583582427","0.000","1.000"
"1443","292","19.9957455075","84.5293392260","427.9687900330","0.000","1.000"
"1444","293","19.9923218314","33.7926626369","63.2684437183","0.000","1.000"
"1445","294","19.9654183194","4395.2762166900","43699.7173971000","0.000","1.000"
"1446","295","25.9979284260","36.5369186836","35.0767940885","0.000","1.000"
"1447","296","20.0600092387","33.1951936941","48.9114671615","0.000","1.000"
"1448","297","19.9649612485","38.7989915074","102.1280966600","0.000","1.000"
"1449","298","19.9917681147","46.8224406048","135.2589955760","0.000","1.000"
"1450","299","20.1032124891","33.6842764689","35.0659918519","0.000","1.000"
"1451","300","20.0806830461","58.9269007721","212.8381408910","0.000","1.000"
"1452","301","17.6866072779","30.2900743734","34.9782915239","0.000","1.000"
"1453","302","19.9654014654","35.3379262666","35.0029842643","0.000","1.000"
"1454","303","8.7620391811","164.1044713450","1400.4984654900","0.000","1.000"
"1455","304","19.9421525167","33.1250499068","43.1428083598","0.000","1.000"
"1456","305","15.5200345024","38.6286287196","109.9601300790","0.000","1.000"
"1457","306","12.3110037315","65.7847913470","281.8042752230","0.000","1.000"
"1458","307","22.9923309466","47.4280401170","151.2175052300","0.000","1.000"
"1459","308","19.9689195528","312.9493201960","2818.7799401900","0.000","1.000"
"1460","309","19.9690661341","35.4894601586","46.1509031303","0.000","1.000"
"1461","310","19.2743224387","50.4263216685","185.1133465410","0.000","1.000"
"1462","311","19.9644548498","138.3381633490","471.1734810730","0.000","1.000"
"1463","312","19.3551216130","28.5230107683","33.9598792263","0.000","1.000"
"1464","313","22.9763371081","42.5103996385","89.6351291205","0.000","1.000"
"1465","314","19.9654146063","41.8262676991","77.0368170693","0.000","1.000"
"1466","315","19.9654224147","596.0939405750","2849.0587600100","0.000","1.000"
"1467","316","19.9654150857","39.3317684218","106.7118074210","0.000","1.000"
"1468","317","19.9654146366","1737.1595740100","17082.8857546000","0.000","1.000"
"1469","318","19.9671513531","35.0075203710","47.5048911692","0.000","1.000"
"1470","319","19.9654131595","26.4702411659","34.9870138834","0.000","1.000"
"1471","320","19.9654186643","57.5006745794","303.1669423250","0.000","1.000"
"1472","321","19.9691460294","35.7007634584","50.6155231767","0.000","1.000"
"1473","322","19.9669530664","59.7029353935","190.5933164760","0.000","1.000"
"1474","323","19.9675536710","42.1169962672","147.2022083360","0.000","1.000"
"1475","324","19.9654308377","33.4723472635","68.6118083342","0.000","1.000"
"1476","325","16.5599394750","138.9967524550","939.4836137260","0.000","1.000"
"1477","326","19.9199167198","42.8993183386","146.6287389640","0.000","1.000"
"1478","327","7.6264003640","44.7601514240","122.6933502890","0.000","1.000"
"1479","328","19.9269793157","189.6875734750","1602.2365403400","0.000","1.000"
"1480","329","19.9654219219","32.9023167806","36.6351229636","0.000","1.000"
"1481","330","19.9654177698","84.7325083125","518.4557457090","0.000","1.000"
"1482","331","19.8052554211","27.2567747176","35.6058968315","0.000","1.000"
"1483","332","19.9644630204","106.0880744260","293.4620360910","0.000","1.000"
"1484","333","20.0392994624","97.2096125749","388.1536163000","0.000","1.000"
"1485","334","19.9644932697","35.2934349418","72.8889830114","0.000","1.000"
"1486","335","19.9654151256","38.6626251348","122.5009129020","0.000","1.000"
"1487","336","19.9654310289","48.4814001588","175.5183253310","0.000","1.000"
"1488","337","19.9654011964","39.9925489107","83.2789805543","0.000","1.000"
"1489","338","3.8584419517","3537.1928258600","34433.6153616000","0.000","1.000"
"1490","339","18.6529682226","184.8676740820","1192.7272181700","0.000","1.000"
"1491","340","11.8239582282","36.3548988412","95.5431294682","0.000","1.000"
"1492","341","19.9686780577","34.1236580015","35.2565170928","0.000","1.000"
"1493","342","19.9899825337","835.2638306330","7948.5587935500","0.000","1.000"
"1494","343","19.9710070305","31.8127608625","34.9744686717","0.000","1.000"
"1495","344","19.9654292835","1108.8471728400","10075.3722460000","0.000","1.000"
"1496","345","12.5934813028","47.4847804584","160.0313536340","0.000","1.000"
"1497","346","19.9294629930","54.6154118826","156.7626534110","0.000","1.000"
"1498","347","16.7961208342","4467.7719256100","43786.3555911000","0.000","1.000"
"1499","348","19.9692760996","115.1340606720","753.7643079170","0.000","1.000"
"1500","349","19.9791360673","36.4299023327","62.6942216346","0.000","1.000"
"1501","350","20.6510445687","50.0514058665","136.2913818820","0.000","1.000"
"1502","351","17.5312138181","13231.6232136000","131804.5892910000","0.000","1.000"
"1503","352","19.9756374963","29.6203627941","35.6452420342","0.000","1.000"
"1504","353","19.9652133633","2677.4103564000","12796.2327405000","0.000","1.000"
"1505","354","19.9654204655","56.3084365036","221.9067106110","0.000","1.000"
"1506","355","19.9578296369","29.1617840691","34.9948854260","0.000","1.000"
"1507","356","19.9791548516","32.1545315170","36.1385052845","0.000","1.000"
"1508","357","20.0682138476","33.3093478576","35.0521719803","0.000","1.000"
"1509","358","11.9075919763","28.9713870913","34.9508265068","0.000","1.000"
"1510","359","19.9908829800","64.9394697636","253.4209706450","0.000","1.000"
"1511","360","6.7420843812","42.3504459833","88.5059151656","0.000","1.000"
"1512","361","19.9776838580","47.3680648403","86.8422211365","0.000","1.000"
"1513","362","19.9848151485","86.5787011306","463.3749867640","0.000","1.000"
"1514","363","17.4124893307","29.8253709598","40.6815598804","0.000","1.000"
"1515","364","19.4801608056","744.0367515780","3644.1642992300","0.000","1.000"
"1516","365","19.9643934098","50.7983926404","175.5552281690","0.000","1.000"
"1517","366","17.1363086460","30.1892704116","39.1830705084","0.000","1.000"
"1518","367","19.9654042142","34.0495291890","35.0192287565","0.000","1.000"
"1519","368","1.4816277207","31.5458350544","35.2143753269","0.000","1.000"
"1520","369","32.3690381917","51.0391519551","147.9475864330","0.000","1.000"
"1521","370","25.4461766825","44.2906933423","95.0832917776","0.000","1.000"
"1522","371","27.0210423799","75.0128395745","372.6119603430","0.000","1.000"
"1523","372","20.1035609631","121.5207298520","748.6951855430","0.000","1.000"
"1524","373","25.9594157323","1137.0936432000","5893.9418419600","0.000","1.000"
"1525","374","19.9692677167","94.8039215530","339.0711696840","0.000","1.000"
"1526","375","24.4618676259","35.8272354549","35.0442837323","0.000","1.000"
"1527","376","19.9801723395","34.8178381757","53.1776443537","0.000","1.000"
"1528","377","19.9654782589","56.7949838642","184.0616500760","0.000","1.000"
"1529","378","19.9950291417","47.5085918204","112.1625256640","0.000","1.000"
"1530","379","24.3827694454","35.7349882440","43.5358882427","0.000","1.000"
"1531","380","19.6096154987","468.2238018960","4213.6012150700","0.000","1.000"
"1532","381","29.0265741689","37.5294856020","37.0371872860","0.000","1.000"
"1533","382","20.0185369508","31.1426222827","34.9378501555","0.000","1.000"
"1534","383","19.9654200000","33.6942077942","38.4445135723","0.000","1.000"
"1535","384","6.3163626095","25.7711971875","35.0433209026","0.000","1.000"
"1536","385","20.9587600858","186.6294861040","1547.3289962100","0.000","1.000"
"1537","386","20.2327795225","927.2123555080","8918.7896953600","0.000","1.000"
"1538","387","19.9643659506","28.7243803733","34.9933701642","0.000","1.000"
"1539","388","19.9654302026","48.7230281100","91.6644684519","0.000","1.000"
"1540","389","14.5532141702","75.7457764792","339.6190737960","0.000","1.000"
"1541","390","19.9640979363","29.2486035338","51.7225133076","0.000","1.000"
"1542","391","16.3941173422","44.3607964463","168.9906068100","0.000","1.000"
"1543","392","12.5943703441","68.8740764517","344.5468699800","0.000","1.000"
"1544","393","19.9696127415","39.3962626458","71.6591994366","0.000","1.000"
"1545","394","19.9517921260","69.7631116480","407.1462213740","0.000","1.000"
"1546","395","19.5273267262","38.0184941286","100.8660830290","0.000","1.000"
"1547","396","19.9066356449","293.4801388710","2666.6908073900","0.000","1.000"
"1548","397","19.9682963062","1274.1321303200","11743.5031497000","0.000","1.000"
"1549","398","15.1892781253","26.6537809057","34.9664781412","0.000","1.000"
"1550","399","17.4486044418","37.1737066950","117.9978843520","0.000","1.000"
"1551","400","19.9654409241","57.2292070871","149.4908179440","0.000","1.000"
"1552","401","19.9686180584","48.8599887817","101.9562465970","0.000","1.000"
"1553","402","19.9691169086","57.4428783359","255.2673481650","0.000","1.000"
"1554","403","19.9654357819","216.0394526130","957.2092501750","0.000","1.000"
"1555","404","19.9695327391","2440.0152151700","23968.3204088000","0.000","1.000"
"1556","405","19.9685609808","859.9384668220","8256.5642100000","0.000","1.000"
"1557","406","18.6721951984","49.1443892917","207.7468848830","0.000","1.000"
"1558","407","19.9654447075","36.8305929483","83.6860599688","0.000","1.000"
"1559","408","19.9561568804","392.5720313920","1801.9851000000","0.000","1.000"
"1560","409","19.9662877689","53.3363786144","128.2640859850","0.000","1.000"
"1561","410","19.9694164227","43.3176722118","84.4796478332","0.000","1.000"
"1562","411","19.9909499880","31.9838119991","50.7931291952","0.000","1.000"
"1563","412","12.2064509081","29.2857071694","62.2947330417","0.000","1.000"
"1564","413","5.4791705589","32.2878799274","71.9118356504","0.000","1.000"
"1565","414","17.4905690673","31.5625993539","34.9530835528","0.000","1.000"
"1566","415","19.9654343691","118.6913237910","896.8215248220","0.000","1.000"
"1567","416","11.8433089130","37.9658040149","113.4502529070","0.000","1.000"
"1568","417","9.8799979151","51.7185839521","206.9880702010","0.000","1.000"
"1569","418","19.9948787110","32.3728148101","46.6180836660","0.000","1.000"
"1570","419","17.9645660940","203.6133371360","1738.3691255700","0.000","1.000"
"1571","420","19.9654212291","32.8561318635","35.0279339438","0.000","1.000"
"1572","421","19.9688631916","31.4750031874","34.6402397005","0.000","1.000"
"1573","422","20.0570031379","36.7268791290","61.4016044441","0.000","1.000"
"1574","423","19.8239733417","188.4909655560","1472.1395546500","0.000","1.000"
"1575","424","12.0680566865","1102.0330415000","5379.3639232400","0.000","1.000"
"1576","425","11.7845630194","224.1402654410","1908.5020800100","0.000","1.000"
"1577","426","22.4861396573","35.9804815741","36.6254556149","0.000","1.000"
"1578","427","19.5519392298","569.8490068010","5353.1909321200","0.000","1.000"
"1579","428","19.9654334606","206.4866197490","916.6556905000","0.000","1.000"
"1580","429","19.9654353487","250.7703560170","1602.3548680100","0.000","1.000"
"1581","430","19.9654169472","2362.8401854600","21202.0106100000","0.000","1.000"
"1582","431","19.9654085438","38.0668691730","135.1400836780","0.000","1.000"
"1583","432","1.6517213010","14717.0235211000","146808.8444350000","0.000","1.000"
"1584","433","19.9653767915","49.5382705978","92.8231853484","0.000","1.000"
"1585","434","19.9654038566","154.3071471050","1017.6967792800","0.000","1.000"
"1586","435","19.9654221436","58.0904043419","245.7910641900","0.000","1.000"
"1587","436","19.9695320444","33.5060996397","36.4604047892","0.000","1.000"
"1588","437","19.9691495996","44.0021733293","119.8643109210","0.000","1.000"
"1589","438","19.9773015434","40.6750556195","101.0677530950","0.000","1.000"
"1590","439","19.9848033987","33.1273066940","91.2024365139","0.000","1.000"
"1591","440","19.9642119599","41.9907528613","161.6443240780","0.000","1.000"
"1592","441","19.9696140360","2820.2610989900","27831.7518673000","0.000","1.000"
"1593","442","19.9654238370","61.6060664328","312.9638233010","0.000","1.000"
"1594","443","12.9374236642","37.1040262829","126.2982535090","0.000","1.000"
"1595","444","19.9737429931","36.6901618662","51.0628775884","0.000","1.000"
"1596","445","20.6107545739","61.6873867233","233.9948081390","0.000","1.000"
"1597","446","19.9909295817","39.7159232761","57.5745665751","0.000","1.000"
"1598","447","4.2657024489","65.0400159019","150.1175749210","0.000","1.000"
"1599","448","19.9897746124","33.7521191203","72.5892021862","0.000","1.000"
"1600","449","19.8637891944","30.4278882331","34.9617103056","0.000","1.000"
"1601","450","17.3583852053","2950.0637288300","28067.7960327000","0.000","1.000"
"1602","451","21.9634833314","116.8818133490","876.2617315960","0.000","1.000"
"1603","452","19.9590903479","506.7750119140","4787.6622112200","0.000","1.000"
"1604","453","19.5181444908","34.3610744171","99.8351378306","0.000","1.000"
"1605","454","19.9653990788","31.0234330180","49.4117848788","0.000","1.000"
"1606","455","19.9654180397","32.1879769526","71.1121723239","0.000","1.000"
"1607","456","17.4493229409","54.1654535590","249.2498477650","0.000","1.000"
"1608","457","19.9654258427","39.0644076291","55.8930131997","0.000","1.000"
"1609","458","19.9659945508","60.4665835330","258.3755924840","0.000","1.000"
"1610","459","19.9842258709","47.7811822707","127.7231056900","0.000","1.000"
"1611","460","19.9900944986","42.8458677768","147.9904862730","0.000","1.000"
"1612","461","19.9704810380","31.5019569057","35.7004214484","0.000","1.000"
"1613","462","19.9654465784","44.8634579851","152.5182228200","0.000","1.000"
"1614","463","19.9763537243","35.4241303786","54.8133349628","0.000","1.000"
"1615","464","12.1181348164","61.0252858371","182.0783092970","0.000","1.000"
"1616","465","19.9692653202","52.9951472562","234.9712251450","0.000","1.000"
"1617","466","18.0478574353","40.0461735996","90.2218815371","0.000","1.000"
"1618","467","15.0934834279","27.7642643052","35.0389847276","0.000","1.000"
"1619","468","19.9654231421","48.5596787451","198.2535559800","0.000","1.000"
"1620","469","19.9682671835","90.2078208029","308.8699081970","0.000","1.000"
"1621","470","19.9694651306","32.8033910971","36.6035648208","0.000","1.000"
"1622","471","19.9655237266","212.0756938430","1828.8717178100","0.000","1.000"
"1623","472","19.9654241175","107.7720274300","776.0543493840","0.000","1.000"
"1624","473","19.9654231412","197.0033777220","1684.9075595100","0.000","1.000"
"1625","474","19.9697697965","62.8842510830","160.5812467880","0.000","1.000"
"1626","475","19.9549911893","35.6988079440","35.1153875408","0.000","1.000"
"1627","476","19.6414777743","31.7958132876","36.3200984807","0.000","1.000"
"1628","477","19.9784157951","51.3825088739","202.1459460420","0.000","1.000"
"1629","478","24.9295085134","39.4530589704","67.1940549006","0.000","1.000"
"1630","479","1.4733413550","29.2629420537","35.0261804934","0.000","1.000"
"1631","480","19.9753950610","33.3039047745","41.8811688126","0.000","1.000"
"1632","481","19.9654199846","46.1392189424","208.3011963240","0.000","1.000"
"1633","482","19.9897852651","63.7967915458","248.8229602540","0.000","1.000"
"1634","483","10.2905686167","30.4113665629","35.7858382156","0.000","1.000"
"1635","484","19.9641692282","289.9233248470","1748.3000179400","0.000","1.000"
"1636","485","19.9654192371","46.0585902507","94.4382384279","0.000","1.000"
"1637","486","19.9685584880","50.6160846034","137.4620432290","0.000","1.000"
"1638","487","15.3192039273","212.2609273230","1768.5734345200","0.000","1.000"
"1639","488","22.9650183607","161.1771062310","1079.0426678900","0.000","1.000"
"1640","489","20.0518960328","39.9274430349","104.8454416820","0.000","1.000"
"1641","490","19.9779149359","206.1484422110","1734.9868952600","0.000","1.000"
"1642","491","19.9756685488","55.1299843237","268.6226912120","0.000","1.000"
"1643","492","19.9746699797","76.0910904050","204.1641344000","0.000","1.000"
"1644","493","25.9628134921","5673.9831409700","56402.4270767000","0.000","1.000"
"1645","494","27.9597102071","77.5991372833","448.9850623430","0.000","1.000"
"1646","495","19.9922919164","68.4392880957","187.7919059710","0.000","1.000"
"1647","496","19.9746078890","37.4871727705","58.3216092382","0.000","1.000"
"1648","497","19.6022206387","47.0211086617","133.9230623620","0.000","1.000"
"1649","498","8.3520346520","97.3251248965","622.9067501890","0.000","1.000"
"1650","499","19.9728445355","29.1149817180","36.7457193918","0.000","1.000"
"1651","500","19.9691499813","33.4605743095","36.2215284814","0.000","1.000"
"1652","501","19.9293636758","52.5431438444","230.2278273810","0.000","1.000"
"1653","502","19.9854102183","34.3883571015","35.9057033945","0.000","1.000"
"1654","503","19.9960760474","37.6433053894","65.0310789555","0.000","1.000"
"1655","504","19.9654125195","214.0084443840","1550.7481894900","0.000","1.000"
"1656","505","19.9654248839","91.2515285336","677.8280352270","0.000","1.000"
"1657","506","19.9654273296","944.0341917820","9166.3786487400","0.000","1.000"
"1658","507","16.8892867606","72.8731808273","306.9024885640","0.000","1.000"
"1659","508","19.9654189905","79.2400119534","403.5768709280","0.000","1.000"
"1660","509","19.9351264896","62.2115580533","366.7376977960","0.000","1.000"
"1661","510","8.7310374129","142.0030061550","733.2371107310","0.000","1.000"
"1662","511","3.6025575174","173.9102394220","1432.6453383900","0.000","1.000"
"1663","512","25.4446764110","3777.7123531700","37419.3277997000","0.000","1.000"
"1664","513","19.9819268402","400.7268243820","3552.8472639900","0.000","1.000"
"1665","514","19.9984072057","76.6053212324","373.3025207670","0.000","1.000"
"1666","515","19.9912444290","38.7993517825","78.6819971004","0.000","1.000"
"1667","516","19.9696307041","31.2265718077","36.9521770079","0.000","1.000"
"1668","517","19.9668197708","31.9578773104","36.2047131924","0.000","1.000"
"1669","518","16.4281741817","33.1064387909","69.3230196408","0.000","1.000"
"1670","519","19.9965818992","33.8384436253","57.8568965434","0.000","1.000"
"1671","520","20.0053565222","43.9619077949","89.5263611696","0.000","1.000"
"1672","521","25.8901271251","97.0331896598","622.4334843750","0.000","1.000"
"1673","522","18.6424914067","39.2754133328","66.3591177965","0.000","1.000"
"1674","523","19.9839816827","55.4614862007","129.5655119480","0.000","1.000"
"1675","524","19.9795693869","36.3103626588","89.7425349485","0.000","1.000"
"1676","525","19.9654238756","37.5679075165","105.1648077970","0.000","1.000"
"1677","526","19.9923218128","41.8732449412","92.3325001821","0.000","1.000"
"1678","527","19.9685541297","3007.3149158800","29822.5421873000","0.000","1.000"
"1679","528","5.8765430170","2097.5044514400","20686.9856877000","0.000","1.000"
"1680","529","19.9560094582","29.9931814789","60.7200432082","0.000","1.000"
"1681","530","19.9654190449","85.0343273017","484.1972116640","0.000","1.000"
"1682","531","19.9824101451","56.3615947557","278.0989655690","0.000","1.000"
"1683","532","19.9328267814","45.6928415895","141.9575414510","0.000","1.000"
"1684","533","14.0289662335","51.2230856710","142.5312971220","0.000","1.000"
"1685","534","19.9671737048","6612.0386659300","65793.9941697000","0.000","1.000"
"1686","535","19.6234428404","4328.5554337300","30579.9798691000","0.000","1.000"
"1687","536","21.3480638986","61.2545166601","198.0521135350","0.000","1.000"
"1688","537","19.9668061476","245.1117653810","681.4926094460","0.000","1.000"
