"ID","generation_number","highest_fitness","average_fitness","lowest_fitness","crossover_probability","mutation_probability"
"397","396","0.9315404868","68.6102244067","658.2860930040","0.971","0.029"
"398","397","0.9312709556","2.7931786751","18.6167888655","0.979","0.021"
"399","398","0.9315504966","1.0247112591","0.9315692954","0.987","0.013"
"400","399","0.9315136314","1.0247171185","0.9316938071","0.999","0.001"
"401","400","0.9315309653","1.0247248822","0.9316520591","0.999","0.001"
"402","401","0.9315385337","1.0247161419","0.9316159263","0.999","0.001"
"403","402","0.9315309653","1.0747193890","1.4315558677","0.999","0.001"
"404","403","0.9315492759","1.0747246136","1.4315500083","0.993","0.007"
"405","404","0.9315487876","115.6322380960","675.7916443970","0.987","0.013"
"406","405","0.9315312095","48.1462237498","472.1466902960","0.994","0.006"
"407","406","0.9315487876","1.0247334027","0.9316867271","0.986","0.014"
"408","407","0.9315087485","1.0247117718","0.9315902915","0.999","0.001"
"409","408","0.9315248618","1.0247085004","0.9315841880","0.999","0.001"
"410","409","0.9306191001","1.0246324750","0.9316510825","0.999","0.001"
"411","410","0.9315490317","171.1277347430","759.3265142290","0.098","0.902"
"412","411","0.9315519614","89.7370851109","639.9945645240","0.105","0.895"
"413","412","0.9315182700","430.2623039170","2245.6629416800","0.112","0.888"
"414","413","0.9315514732","50.6963054699","267.2586052460","0.119","0.881"
"415","414","0.9315563560","23.1188712216","35.0086639560","0.112","0.888"
"416","415","0.9315312095","40.4889679798","250.8933043280","0.115","0.885"
"417","416","0.9314843345","62.5942472522","427.7344859040","0.122","0.878"
"418","417","0.9315360923","80.0857835799","611.4064252270","0.130","0.870"
"419","418","0.9315375571","27.6899499256","76.3338509284","0.137","0.863"
"420","419","0.9315370689","25.5568842578","67.5323270889","0.132","0.868"
"421","420","0.9315546470","555.1480235670","4985.4387378600","0.137","0.863"
"422","421","0.9315568442","24.3889308489","41.9017465704","0.145","0.855"
"423","422","0.9315541587","203.1870322580","1844.4262328400","0.148","0.852"
"424","423","0.9315727134","124.3455487180","650.4646410300","0.156","0.844"
"425","424","0.9315509849","488.6884856110","4693.1684153500","0.163","0.837"
"426","425","0.9315561118","123.3026007750","947.5145660450","0.155","0.845"
"427","426","0.9315512290","59.9445100151","471.1420736370","0.163","0.837"
"428","427","0.9315534263","207.1796596480","1883.0689972800","0.171","0.829"
"429","428","0.9315529380","77.4610838599","334.6966853240","0.179","0.821"
"430","429","0.9315534263","21.4531603798","34.9625508782","0.186","0.814"
"431","430","0.9310566001","35.3417227367","197.2604397860","0.183","0.817"
"432","431","0.9315336509","22.2917348577","34.9589723103","0.190","0.810"
"433","432","0.9315531821","1754.4666617100","16234.8793732000","0.193","0.807"
"434","433","0.9315575767","21.2346395359","35.0330349880","0.200","0.800"
"435","434","0.9315570884","91.6377004395","739.3172604920","0.203","0.797"
"436","435","0.9315500083","16.2204273469","34.9600433163","0.211","0.789"
"437","436","0.9315509849","1332.3739169700","12347.0687828000","0.216","0.784"
"438","437","0.9315585532","57.5436621762","392.0993062220","0.224","0.776"
"439","438","0.9315668540","137.4239889300","556.0795075370","0.231","0.769"
"440","439","0.9315509849","78.4229383089","496.8111569450","0.238","0.762"
"441","440","0.9315346274","33.7988320340","215.8407382930","0.245","0.755"
"442","441","0.9315546470","144.4366189520","729.8207472700","0.253","0.747"
"443","442","0.9315612388","111.5098729520","552.2511582250","0.260","0.740"
"444","443","0.9315453696","105.6800774950","778.2050675320","0.267","0.733"
"445","444","0.9315539146","118.9374559370","1053.5017878000","0.274","0.726"
"446","445","0.9315573325","99.0594074097","555.6889597730","0.266","0.734"
"447","446","0.9315492759","357.5732006190","3260.1011888900","0.274","0.726"
"448","447","0.9315185142","58.6213275093","314.2588741300","0.282","0.718"
"449","448","0.9315590415","41.8239924532","217.0019408610","0.289","0.711"
"450","449","0.9315439048","447.3375164620","3634.3730242000","0.296","0.704"
"451","450","0.9315536704","678.5297846690","2761.3505243800","0.304","0.696"
"452","451","0.9315382896","277.7631303890","2394.3428020600","0.310","0.690"
"453","452","0.9315414634","80.8914971441","634.9363509920","0.302","0.698"
"454","453","0.9315482993","113.0315709590","939.3182570860","0.310","0.690"
"455","454","0.9315519614","79.8442059797","592.6249872620","0.318","0.682"
"456","455","0.9315553794","334.3445723400","2169.6071836100","0.326","0.674"
"457","456","0.9315399985","84.6090173586","700.7170081340","0.333","0.667"
"458","457","0.9315404868","20.5143204315","34.9749816473","0.325","0.675"
"459","458","0.9315668540","18.7641445747","34.9613948131","0.328","0.672"
"460","459","0.9315475669","19.0064676399","40.1426486293","0.332","0.668"
"461","460","0.9315243735","27.8813521178","87.4094446581","0.337","0.663"
"462","461","0.9315402427","113.0286344020","931.4295004600","0.343","0.657"
"463","462","0.9315568442","65.0262846916","436.9429691890","0.350","0.650"
"464","463","0.9315500083","153.9845023510","1386.0143297600","0.358","0.642"
"465","464","0.9315692954","322.5324463880","2290.5698603400","0.350","0.650"
"466","465","0.9315514732","15.5724118175","34.9628225987","0.342","0.658"
"467","466","0.9315546470","704.2541385570","6878.1990242500","0.347","0.653"
"468","467","0.9315512290","38.5186248174","190.6893297490","0.355","0.645"
"469","468","0.9315583091","15.3799092566","34.9624222091","0.362","0.638"
"470","469","0.9315500083","22.5282575386","113.6514101260","0.367","0.633"
"471","470","0.9315526939","187.2962009620","1757.6441749000","0.360","0.640"
"472","471","0.9315668540","15.4112825642","38.4872271027","0.368","0.632"
"473","472","0.9312790122","2915.6036074700","28584.2244771000","0.373","0.627"
"474","473","0.9315551353","16.8071278361","35.0349773932","0.381","0.619"
"475","474","0.9315548911","373.4970385930","2382.1613938700","0.376","0.624"
"476","475","0.9315539146","72.4596181667","459.2084948020","0.384","0.616"
"477","476","0.9315461021","107.7095414610","913.9424783040","0.376","0.624"
"478","477","0.9315585532","18.1340568158","50.2874046585","0.384","0.616"
"479","478","0.9315502524","364.1712543810","3371.4108987800","0.390","0.610"
"480","479","0.9315338950","2265.2162838000","22207.6686063000","0.398","0.602"
"481","480","0.9314706626","19.5384984689","39.2091955061","0.406","0.594"
"482","481","0.9315536704","49.8461663038","348.2693313980","0.410","0.590"
"483","482","0.9315487876","265.7170689290","1891.6919899200","0.417","0.583"
"484","483","0.9315219321","680.2762597210","5225.4087059300","0.425","0.575"
"485","484","0.9315487876","557.7677495020","4579.4240868800","0.433","0.567"
"486","485","0.9315395103","11.6592045525","24.9597384825","0.440","0.560"
"487","486","0.9315580650","169.1088480540","1107.5805275400","0.445","0.555"
"488","487","0.9315295005","262.8751222730","1853.8298236400","0.453","0.547"
"489","488","0.9315566001","19.0784760935","34.9590010938","0.460","0.540"
"490","489","0.9315219321","28.3975120882","113.6514079290","0.464","0.536"
"491","490","0.9315470786","1350.0430503500","13324.7507027000","0.457","0.543"
"492","491","0.9315524497","80.5984136156","634.1628613020","0.465","0.535"
"493","492","0.9316278892","104.7431033870","713.9900926150","0.473","0.527"
"494","493","0.9315812583","14.9393305962","31.4615503309","0.465","0.535"
"495","494","0.9315622153","146.3405953300","1290.8063409400","0.461","0.539"
"496","495","0.9315280357","342.5577142670","3109.2348393800","0.469","0.531"
"497","496","0.9314486900","42.2778815500","256.5818581420","0.477","0.523"
"498","497","0.9315470786","209.1850706710","1955.4471164600","0.484","0.516"
"499","498","0.9315231528","113.7327027410","985.6740895360","0.492","0.508"
"500","499","0.9315461021","29.2652554469","180.7014145060","0.500","0.500"
