"ID","generation_number","highest_fitness","average_fitness","lowest_fitness","crossover_probability","mutation_probability"
"59","58","3.1320029955","11.3332470453","21.9650491102","0.800","0.200"
"60","59","3.1320152025","17.7445891430","27.6669019277","0.800","0.200"
"61","60","3.1319993334","10.8333600560","23.9603695015","0.800","0.200"
"62","61","3.1320073900","14.7932753155","47.7911433822","0.800","0.200"
"63","62","3.1319905443","10.5011960414","20.9593628707","0.800","0.200"
"64","63","3.1320137377","14.2656981885","24.4614640245","0.800","0.200"
"65","64","3.1320137377","10.6933952727","21.2592925356","0.800","0.200"
"66","65","3.1320156908","15.1954827545","60.2591272838","0.800","0.200"
"67","66","3.1319871264","24.0292193672","53.8742289199","0.800","0.200"
"68","67","3.1319910326","18.2773109679","48.1092348839","0.800","0.200"
"69","68","2.9729091426","9.7770883497","19.9654038615","0.800","0.200"
"70","69","2.9729125606","14.1561176061","23.4605872773","0.800","0.200"
"71","70","2.9729169551","34.8261654174","222.5944577570","0.800","0.200"
"72","71","2.9729108516","11.1009270998","24.4605723491","0.800","0.200"
"73","72","2.9729379512","12.7543501074","23.4601103895","0.800","0.200"
"74","73","2.9728503048","11.8638003063","24.4631668635","0.800","0.200"
"75","74","2.9729120723","13.0400236807","23.9602212573","0.800","0.200"
"76","75","2.9729110958","25.4703989488","77.1987702482","0.800","0.200"
"77","76","2.9728991329","16.2985751073","40.0291231669","0.800","0.200"
"78","77","2.2770501903","15.3931180791","29.9625834011","0.800","0.200"
"79","78","2.2770753368","27.8691339988","196.1679630340","0.800","0.200"
"80","79","2.2768353466","5.6063136135","27.4611409452","0.800","0.200"
"81","80","2.2770780224","4.4120705198","19.9581135633","0.800","0.200"
"82","81","2.2770623974","5.7327908405","33.8611178616","0.800","0.200"
"83","82","2.2770682568","6.3916444709","21.9632966688","0.800","0.200"
"84","83","2.2770724071","3.4517939130","11.7471098336","0.800","0.200"
"85","84","2.2770775341","9.8693384879","22.9512431364","0.800","0.200"
"86","85","2.2770628857","7.4528259318","19.9654267957","0.800","0.200"
"87","86","2.2770785107","11.9997914633","22.4593961836","0.800","0.200"
"88","87","2.2770760693","13.4653400102","26.9618992625","0.800","0.200"
"89","88","2.2768297314","17.7236311744","91.6125143098","0.800","0.200"
"90","89","2.2770528759","6.7520696043","22.4600094568","0.800","0.200"
"91","90","2.2770560497","30.0801057874","256.9033729190","0.800","0.200"
"92","91","2.2770531200","8.9950957998","25.4599905164","0.800","0.200"
"93","92","2.2770536083","9.0897662962","44.4437734232","0.800","0.200"
"94","93","2.2770575146","4.6726601342","23.9557183349","0.800","0.200"
"95","94","2.2770665478","11.2885327068","20.9593527833","0.800","0.200"
"96","95","2.2770706982","7.2756612587","20.9598401258","0.800","0.200"
"97","96","2.2770731396","15.5890115619","94.2533043522","0.800","0.200"
"98","97","2.2438924755","3.9469641586","16.7323005711","0.800","0.200"
"99","98","2.2768983349","9.6425362747","20.6008677736","0.800","0.200"
"100","99","2.2770821728","9.4951405111","20.4583335379","0.800","0.200"
"101","100","2.2770699657","7.6776973570","19.9654346082","0.800","0.200"
"102","101","2.2770799755","14.4142401589","30.4600450425","0.800","0.200"
"103","102","2.2770799755","19.9967882870","94.4381473305","0.800","0.200"
"104","103","2.2770794872","20.9485411696","135.3559923510","0.800","0.200"
"105","104","2.2770789990","20.2562175957","131.1153798610","0.800","0.200"
"106","105","2.2770755810","7.5211933085","25.4611396517","0.800","0.200"
"107","106","2.2438741650","11.3058559555","31.9596279779","0.800","0.200"
"108","107","2.2770814403","16.6250009124","54.6373203198","0.800","0.200"
"109","108","2.2770606884","13.2685804340","23.9597012434","0.800","0.200"
"110","109","2.2770782665","23.4168604091","146.6077781410","0.800","0.200"
"111","110","2.2770611767","7.3439608553","19.9654270399","0.800","0.200"
"112","111","2.2770792431","13.1037664361","25.9596136386","0.800","0.200"
"113","112","2.0397672215","12.7102753827","56.3485706305","0.800","0.200"
"114","113","2.0397840672","21.6978358266","77.6686729066","0.800","0.200"
"115","114","2.0397711277","42.1173180421","266.3097592060","0.800","0.200"
"116","115","2.0397662449","12.8398742915","62.9976985833","0.800","0.200"
"117","116","2.0397503758","16.7495234940","62.9976690423","0.800","0.200"
"118","117","2.0397667332","9.4209741769","28.4616396541","0.800","0.200"
"119","118","2.0397491551","10.6370227267","24.4602481207","0.800","0.200"
"120","119","2.0397669773","15.3140081783","26.9519675549","0.800","0.200"
"121","120","2.0397662449","20.7947062667","73.6511682002","0.800","0.200"
"122","121","2.0397652684","12.5474897573","23.9611119161","0.800","0.200"
"123","122","2.0397489109","10.7369665366","45.9506270438","0.800","0.200"
"124","123","2.0397403660","18.2210520520","89.1763219516","0.800","0.200"
"125","124","2.0397664891","11.7486300175","48.6817251003","0.800","0.200"
"126","125","2.0397606297","45.3832234306","409.0571939860","0.800","0.200"
"127","126","2.0397403660","26.6195839288","190.4102799070","0.800","0.200"
"128","127","2.0397550144","9.9509684513","34.9546147269","0.800","0.200"
"129","128","2.0397325535","20.0800158550","118.2922187850","0.800","0.200"
"130","129","2.0397349949","11.0742840014","27.4600791424","0.800","0.200"
"131","130","1.8540884667","47.9340837259","399.3289286100","0.800","0.200"
"132","131","1.8541116600","48.1797218939","285.9897834570","0.800","0.200"
"133","132","1.8540865135","12.1771612601","42.2753525481","0.800","0.200"
"134","133","1.8540586815","13.5037331215","30.9654257008","0.800","0.200"
"135","134","1.8540830956","9.4472680726","23.9591441300","0.800","0.200"
"136","135","1.8209566307","34.2734270309","247.4003133060","0.800","0.200"
"137","136","1.8540857811","109.9945694730","723.2324442970","0.800","0.200"
"138","137","1.8540533104","45.7386481780","317.0471709840","0.800","0.200"
"139","138","1.8209595604","27.2429006032","192.1612781020","0.800","0.200"
"140","139","1.8540777245","25.1358792378","100.6995652610","0.800","0.200"
"141","140","1.8540704002","12.3187159640","28.4621200865","0.800","0.200"
"142","141","1.5340293130","7.7803441369","28.8823447774","0.800","0.200"
"143","142","1.5671320962","27.6454559094","218.5392936110","0.800","0.200"
"144","143","1.5671433266","5.4003474198","34.9432531645","0.800","0.200"
"145","144","1.5671430825","48.3981783591","452.0233228920","0.800","0.200"
"146","145","1.5339975747","7.2813726464","25.4345948454","0.800","0.200"
"147","146","1.1160001644","30.9629610387","184.2477409320","0.800","0.200"
"148","147","1.1160016293","34.1792654502","160.8045359420","0.800","0.200"
"149","148","1.1159991879","20.6181556033","135.1198090050","0.800","0.200"
"150","149","1.1159986996","27.5440151154","192.7459608260","0.800","0.200"
"151","150","1.1159972348","35.4145714982","173.0667628090","0.800","0.200"
"152","151","1.1159786801","14.1166935142","34.0676585628","0.800","0.200"
"153","152","1.1159930844","9.9573216460","24.9430763103","0.800","0.200"
"154","153","1.1159952816","3.6279184834","14.2832538690","0.800","0.200"
"155","154","1.1159943051","86.7121305284","413.5512782660","0.800","0.200"
"156","155","1.1159933285","14.0044176232","34.9540502838","0.800","0.200"
"157","156","1.1159884457","27.8919544970","137.0909553670","0.800","0.200"
"158","157","1.1159864926","9.9871643239","33.9589412019","0.800","0.200"
"159","158","1.1159994320","51.7417742825","216.1904020020","0.800","0.200"
"160","159","1.0829337582","55.2424060478","387.4764400170","0.800","0.200"
"161","160","1.1159950375","63.2486109344","369.2555099670","0.800","0.200"
"162","161","1.1159835629","56.5983586931","244.1750957020","0.800","0.200"
"163","162","1.1159955258","38.3452600951","111.0758679120","0.800","0.200"
"164","163","1.1159967465","50.3443635989","338.8063344010","0.800","0.200"
"165","164","1.1160004086","17.3952790947","34.9530668025","0.800","0.200"
"166","165","1.1159989437","24.8420434205","71.4652383229","0.800","0.200"
"167","166","1.1159903988","14.3531365169","29.9485412038","0.800","0.200"
"168","167","1.1159762387","54.5404284770","229.4306922710","0.800","0.200"
"169","168","1.1159684262","19.0256609376","35.0197172440","0.800","0.200"
"170","169","1.1159930844","20.7209153736","34.9774990618","0.800","0.200"
"171","170","1.1160023617","26.0391335232","76.5454248508","0.800","0.200"
"172","171","1.1159838070","20.8020323549","34.9744231807","0.800","0.200"
"173","172","1.1159957699","15.9876124431","30.9568774948","0.800","0.200"
"174","173","1.1159943051","11.5595683704","33.4200790432","0.800","0.200"
"175","174","1.1159969906","43.2256319455","254.9550794590","0.800","0.200"
"176","175","1.1159962582","68.0655355631","294.9391480730","0.800","0.200"
"177","176","1.1159801449","32.7898419711","129.5270286840","0.800","0.200"
"178","177","1.1159864926","51.4827530689","397.7926460380","0.800","0.200"
"179","178","1.1159882016","28.6772414947","180.9404146470","0.800","0.200"
"180","179","1.1159891781","30.7830737192","213.1582016260","0.800","0.200"
"181","180","1.1159786801","50.2314343964","319.9904666780","0.800","0.200"
"182","181","1.1159977230","58.3878645596","319.9904974400","0.800","0.200"
"183","182","1.1159737973","18.6910945430","34.9737136944","0.800","0.200"
"184","183","1.1159779477","61.4228764389","341.4856392610","0.800","0.200"
"185","184","1.1159994320","24.8751216895","182.1039767820","0.800","0.200"
"186","185","1.1159803891","23.0279564535","170.8590789720","0.800","0.200"
"187","186","1.1159955258","11.8994613984","34.9541458006","0.800","0.200"
"188","187","1.1159889340","16.1602682945","34.9546109520","0.800","0.200"
"189","188","1.1159930844","7.5195263525","34.9166431231","0.800","0.200"
"190","189","1.1159969906","12.5622052502","33.4532898103","0.800","0.200"
"191","190","1.1159745297","14.8491604757","34.9544848353","0.800","0.200"
"192","191","1.1159882016","10.9452643882","34.9321713336","0.800","0.200"
"193","192","1.1159962582","56.9377822155","191.6678374640","0.800","0.200"
"194","193","1.1159764828","36.1012030036","156.0630573270","0.800","0.200"
"195","194","1.1159979672","19.9563107759","34.9507735116","0.800","0.200"
"196","195","1.1159950375","20.4062863093","68.7636421849","0.800","0.200"
"197","196","1.1159855160","21.1810588927","154.9982432740","0.800","0.200"
"198","197","1.1159945492","29.2379490377","132.8683880440","0.800","0.200"
"199","198","1.1159965023","15.8447236767","34.9534733677","0.800","0.200"
"200","199","1.1159943051","80.9684881016","750.0201109010","0.800","0.200"
"201","200","1.1159637875","17.9785699534","79.3132763013","0.800","0.200"
"202","201","1.1159977230","13.2155521726","27.4595104268","0.800","0.200"
"203","202","1.1159962582","16.2228705847","74.6460473164","0.800","0.200"
"204","203","1.1159982113","13.6379951740","54.8240708046","0.800","0.200"
"205","204","1.1159965023","14.3755869183","34.9530335725","0.800","0.200"
"206","205","1.1159576840","13.4963815842","34.9321027610","0.800","0.200"
"207","206","1.1159960141","32.2503666941","184.9358006170","0.800","0.200"
"208","207","1.1159891781","10.9843012014","25.2904168121","0.800","0.200"
"209","208","1.1159945492","7.6486473284","15.5414779911","0.800","0.200"
"210","209","1.1159928402","11.0258526464","26.9588210312","0.800","0.200"
"211","210","1.1159977230","32.6893210645","228.4313187720","0.800","0.200"
"212","211","1.1159896664","8.7800014170","33.0983853564","0.800","0.200"
"213","212","1.1159974789","6.3055637070","22.1183491372","0.800","0.200"
"214","213","1.1159799008","55.4479292866","270.5887541540","0.800","0.200"
"215","214","1.1160021176","98.8687758127","579.2012995050","0.800","0.200"
"216","215","1.1159767270","7.2023284525","22.7969400724","0.800","0.200"
"217","216","1.1159935727","9.5933990736","27.6418908178","0.800","0.200"
"218","217","1.1159647641","8.4085790006","34.9600899668","0.800","0.200"
"219","218","1.1159759945","61.1984450264","474.7825653020","0.800","0.200"
"220","219","1.1159943051","11.5449456196","34.9751812736","0.800","0.200"
"221","220","1.1159979672","11.0153711911","30.4624831116","0.800","0.200"
"222","221","1.1159965023","32.1106236109","188.2929393450","0.800","0.200"
"223","222","1.1159786801","8.1146143713","34.9925683722","0.800","0.200"
"224","223","1.1159962582","26.2454657072","223.8234237170","0.800","0.200"
"225","224","1.1159852719","15.7559106152","34.9747701987","0.800","0.200"
"226","225","1.1160035824","14.1000206354","30.3130582470","0.800","0.200"
"227","226","1.1159984555","7.9941819073","25.9612072793","0.800","0.200"
"228","227","1.1159779477","10.8391587069","34.9507265571","0.800","0.200"
"229","228","1.1159752621","32.3833174918","252.6011706950","0.800","0.200"
"230","229","1.1159640316","7.6408046262","23.4584910433","0.800","0.200"
"231","230","1.1159974789","6.1658185961","29.6539332219","0.800","0.200"
"232","231","1.1159842953","46.3717276229","291.3457144430","0.800","0.200"
"233","232","1.1159786801","15.7130327853","130.8120075790","0.800","0.200"
"234","233","1.1159965023","15.9646846096","55.5010951012","0.800","0.200"
"235","234","1.1159852719","16.1011576158","34.9586533365","0.800","0.200"
"236","235","1.1160004086","22.8550120385","121.6278887260","0.800","0.200"
"237","236","1.1160016293","58.5895931315","381.3345749570","0.800","0.200"
"238","237","1.0827696957","12.5063764659","34.9464562167","0.800","0.200"
"239","238","1.1159864926","23.9424806832","181.8814665880","0.800","0.200"
"240","239","1.1159982113","30.9040998629","153.7454998230","0.800","0.200"
"241","240","1.1159967465","6.4867773061","25.2795335404","0.800","0.200"
"242","241","1.1159701351","12.4258667481","87.6825550775","0.800","0.200"
"243","242","1.1159960141","34.9531657055","145.6285435390","0.800","0.200"
"244","243","1.1159718441","16.2392226858","117.5600989410","0.800","0.200"
"245","244","1.1159940609","28.8566763170","136.7911601610","0.800","0.200"
"246","245","1.1159679379","31.9198583617","207.1845666470","0.800","0.200"
"247","246","1.1159767270","19.0682662608","134.8120776180","0.800","0.200"
"248","247","1.1159894223","12.4032074841","34.9535251075","0.800","0.200"
"249","248","1.1159850277","11.8706729678","31.9598424809","0.800","0.200"
"250","249","1.1159772152","15.8409920994","34.9699314792","0.800","0.200"
"251","250","1.1159706234","40.2257043342","181.6887266830","0.800","0.200"
"252","251","1.1159925961","18.5075771887","34.9582096359","0.800","0.200"
"253","252","1.1159969906","11.5549183948","34.9926618513","0.800","0.200"
"254","253","1.1159803891","42.3811782396","340.5759322570","0.800","0.200"
"255","254","1.1159818539","7.6093712242","31.9630919872","0.800","0.200"
"256","255","1.1159777035","68.3463311140","334.3197845950","0.800","0.200"
"257","256","1.1159930844","14.1491820333","34.9608305343","0.800","0.200"
"258","257","1.1159928402","23.6738735932","135.7006386140","0.800","0.200"
"259","258","1.1159818539","5.6003350116","34.8049393320","0.800","0.200"
"260","259","1.1160026059","97.4287368306","383.2433047490","0.800","0.200"
"261","260","1.1159845395","36.6874435700","210.0498499900","0.800","0.200"
"262","261","1.1159967465","23.0479273206","80.4228118393","0.800","0.200"
"263","262","1.0828031430","32.8241165248","229.1614679490","0.800","0.200"
"264","263","1.1159967465","44.5753226231","198.5045942210","0.800","0.200"
"265","264","1.1159662289","9.6699353527","32.8516677084","0.800","0.200"
"266","265","1.1159903988","9.6260398722","40.6881996692","0.800","0.200"
"267","266","1.1159716000","3.9033598345","23.4595359296","0.800","0.200"
"268","267","1.1159747738","5.7878332553","34.8493673533","0.800","0.200"
"269","268","1.1159874691","7.3812198610","25.9591537027","0.800","0.200"
"270","269","1.1159615902","24.2997370000","155.1555966100","0.800","0.200"
"271","270","1.1159957699","10.3473601681","34.9502684929","0.800","0.200"
"272","271","1.1159960141","12.3142492968","26.8166203825","0.800","0.200"
"273","272","1.1159960141","52.2446357039","215.9551352230","0.800","0.200"
"274","273","1.1159962582","30.7613937123","215.5875492920","0.800","0.200"
"275","274","1.1159784359","19.8425299525","87.0961304182","0.800","0.200"
"276","275","1.1159967465","55.8905976653","381.7891912260","0.800","0.200"
"277","276","1.1159989437","34.3948538025","217.1302355090","0.800","0.200"
"278","277","1.1159969906","16.1046533005","27.9609961104","0.800","0.200"
"279","278","1.1159745297","29.6162170274","126.1412371180","0.800","0.200"
"280","279","1.1159847836","29.9265982783","108.2098938670","0.800","0.200"
"281","280","1.1159725766","7.9575069975","34.9746203725","0.800","0.200"
"282","281","1.1159789242","125.2013607890","390.0691049560","0.800","0.200"
"283","282","1.1159820980","39.6356049824","248.5526334550","0.800","0.200"
"284","283","1.1159950375","15.3676598959","101.6408692400","0.800","0.200"
"285","284","1.1159747738","11.9407689218","69.6311939280","0.800","0.200"
"286","285","1.1159982113","35.3026487494","274.0319758390","0.800","0.200"
"287","286","1.1159991879","36.8915001123","257.5402120150","0.800","0.200"
"288","287","1.1159979672","63.9772281098","447.3346846560","0.800","0.200"
"289","288","1.1160006527","13.3851668858","32.4607848274","0.800","0.200"
"290","289","1.1159886898","73.9885321530","372.7608007190","0.800","0.200"
"291","290","1.1159779477","10.1210958332","34.9320673599","0.800","0.200"
"292","291","1.1159945492","15.7884820338","34.9607739331","0.800","0.200"
"293","292","1.1159940609","16.8889915244","58.0293416378","0.800","0.200"
"294","293","1.1159772152","18.3219576818","120.2114177570","0.800","0.200"
"295","294","1.1159991879","6.4597831449","23.9543987504","0.800","0.200"
"296","295","1.1159799008","23.0480803313","139.1636679250","0.800","0.200"
"297","296","1.1159716000","25.0735128657","191.8204973100","0.800","0.200"
"298","297","1.1159862484","54.5743294541","392.4040887300","0.800","0.200"
"299","298","1.1159730648","37.9228257201","311.8006717540","0.800","0.200"
"300","299","1.1159828305","4.9808756229","22.4602706804","0.800","0.200"
"301","300","1.1159984555","84.3992024881","498.6454553190","0.800","0.200"
"302","301","1.1159935727","37.7649232883","355.5035752990","0.800","0.200"
"303","302","1.1159796566","37.7673736545","228.2466774700","0.800","0.200"
"304","303","1.1159938168","12.7610789372","34.9584436408","0.800","0.200"
"305","304","1.1159635433","33.4546441919","179.1104201390","0.800","0.200"
"306","305","1.1159921078","7.7567073222","24.0619811100","0.800","0.200"
"307","306","1.1159962582","10.6122897669","34.9522184215","0.800","0.200"
"308","307","1.1159811215","10.2418058734","31.4597415629","0.800","0.200"
"309","308","1.1159996762","16.9709784770","33.9586840093","0.800","0.200"
"310","309","1.1160096859","14.3209028241","34.9534020995","0.800","0.200"
"311","310","1.1159957699","7.7037383802","27.4609510777","0.800","0.200"
"312","311","1.1159552426","17.6391292006","113.9718205970","0.800","0.200"
"313","312","1.1159801449","10.1942350972","34.9380641052","0.800","0.200"
"314","313","1.1159984555","61.9621504123","210.2957133660","0.800","0.200"
"315","314","1.1159864926","73.4859100374","344.5098714290","0.800","0.200"
"316","315","1.1160011410","12.0664359492","66.2579759953","0.800","0.200"
"317","316","1.1159972348","9.5974953489","28.9615508663","0.800","0.200"
"318","317","1.0828627133","34.4845612231","191.7851737640","0.800","0.200"
"319","318","1.1159867367","13.0771940953","34.9529642066","0.800","0.200"
"320","319","1.1159918637","13.6675989565","34.4618278218","0.800","0.200"
"321","320","1.1159537777","15.3477360707","93.9975221654","0.800","0.200"
"322","321","1.1159725766","9.9300389470","34.9534071918","0.800","0.200"
"323","322","1.1157001156","39.5607203859","313.4101903440","0.800","0.200"
"324","323","1.1159899105","12.7671841523","34.9753600070","0.800","0.200"
"325","324","1.1159967465","28.9141709233","142.3736849050","0.800","0.200"
"326","325","1.1159891781","35.5111221950","134.7862783090","0.800","0.200"
"327","326","1.1159960141","17.8694263715","34.9742975601","0.800","0.200"
"328","327","1.1159852719","46.8209445752","177.4320985710","0.800","0.200"
"329","328","1.1159957699","37.6558361602","213.3786006170","0.800","0.200"
"330","329","1.1159869809","26.6281585678","213.3785859690","0.800","0.200"
"331","330","1.1159984555","8.4252788469","34.9606784662","0.800","0.200"
"332","331","1.1159960141","26.4722131217","206.4788956610","0.800","0.200"
"333","332","1.1159850277","16.7492982404","107.1235462460","0.800","0.200"
"334","333","1.1159772152","56.5500535171","494.2914928470","0.800","0.200"
"335","334","1.1159728207","53.6436602812","506.5348354320","0.800","0.200"
"336","335","1.1159952816","42.7256411417","368.3074881950","0.800","0.200"
"337","336","1.1159752621","61.2690653003","520.5091635320","0.800","0.200"
"338","337","1.0827726254","12.6203193129","34.9573572562","0.800","0.200"
"339","338","1.1159769711","73.8855674870","344.8379318220","0.800","0.200"
"340","339","1.1159728207","17.2921885575","145.5886245120","0.800","0.200"
"341","340","1.1159960141","26.8336967818","217.4387144850","0.800","0.200"
"342","341","1.1159891781","46.5462773081","367.7083524300","0.800","0.200"
"343","342","1.1159830746","10.0507444170","34.9528979890","0.800","0.200"
"344","343","1.1159999203","11.5388296073","33.4620615911","0.800","0.200"
"345","344","1.1159962582","12.2843494149","34.9610627973","0.800","0.200"
"346","345","1.1156840023","12.6809055155","34.9529299446","0.800","0.200"
"347","346","1.1157303891","9.3166871217","34.9555019639","0.800","0.200"
"348","347","1.0829105648","7.9185622362","34.9438463155","0.800","0.200"
"349","348","1.1159921078","31.2862454231","242.5745092750","0.800","0.200"
"350","349","1.1159979672","21.1594924318","91.8170429095","0.800","0.200"
"351","350","1.1159984555","50.4708303757","364.9082062270","0.800","0.200"
"352","351","1.1159806332","9.2403398435","34.4096811301","0.800","0.200"
"353","352","1.1159752621","29.4939478719","232.6250221130","0.800","0.200"
"354","353","1.1159808773","7.3604640205","24.1580770504","0.800","0.200"
"355","354","1.1159801449","5.5985042419","20.9579226371","0.800","0.200"
"356","355","1.1159737973","8.7392382718","34.9532652171","0.800","0.200"
"357","356","1.1159720883","42.2550066479","411.3901063380","0.800","0.200"
"358","357","1.1159762387","4.4883966214","21.8426105813","0.800","0.200"
"359","358","1.1159977230","18.1962286421","140.7173062730","0.800","0.200"
"360","359","1.1159464535","60.5539845599","266.2998189860","0.800","0.200"
"361","360","1.1159967465","48.6063839876","269.8481673160","0.800","0.200"
"362","361","1.1159908871","19.3058577624","138.6508697880","0.800","0.200"
"363","362","1.1159820980","31.4500350688","254.0493838580","0.800","0.200"
"364","363","1.1159945492","200.2076833830","1617.0242802700","0.800","0.200"
"365","364","1.1159864926","3.4904116062","23.7441205209","0.800","0.200"
"366","365","1.1159972348","12.5238741377","34.9750487516","0.800","0.200"
"367","366","1.1159979672","20.5949319217","153.0185423600","0.800","0.200"
"368","367","1.1159733090","21.3699617735","153.4690593960","0.800","0.200"
"369","368","1.1159867367","5.8298196694","22.4586509404","0.800","0.200"
"370","369","1.0829120297","32.1782003478","267.1330918490","0.800","0.200"
"371","370","1.1159877133","2.8924128210","7.7702053307","0.800","0.200"
"372","371","1.0828038754","9.1221456149","34.9526455013","0.800","0.200"
"373","372","1.1159965023","15.2720581639","84.1278501530","0.800","0.200"
"374","373","1.1159933285","60.2623117249","429.2767251350","0.800","0.200"
"375","374","1.1160084652","38.3481850003","245.8028638240","0.800","0.200"
"376","375","1.1159784359","32.3746781782","266.3161381220","0.800","0.200"
"377","376","1.1159530453","12.1544801891","34.9752464348","0.800","0.200"
"378","377","1.1159593930","5.1098461304","12.2494766866","0.800","0.200"
"379","378","1.1159706234","98.7111516030","372.6115707150","0.800","0.200"
"380","379","1.1159720883","40.1864658696","234.1036115030","0.800","0.200"
"381","380","1.1159784359","50.7876444650","385.0548646120","0.800","0.200"
"382","381","1.1159960141","22.4726291689","106.6953031230","0.800","0.200"
"383","382","1.1159918637","60.3198964872","296.7578480180","0.800","0.200"
"384","383","1.1159703793","3.5510869756","19.9654304578","0.800","0.200"
"385","384","1.1159957699","17.4175083603","97.1495723314","0.800","0.200"
"386","385","1.1158927426","23.2808383079","94.7338374359","0.800","0.200"
"387","386","1.1159679379","15.4758750626","34.9959851926","0.800","0.200"
"388","387","1.1159969906","13.3609271236","34.9575477399","0.800","0.200"
"389","388","1.1159684262","38.5522384754","121.2970673870","0.800","0.200"
"390","389","1.1159950375","22.0138960179","111.8877908380","0.800","0.200"
"391","390","1.1159943051","10.0235347353","34.9320953003","0.800","0.200"
"392","391","1.1159862484","132.0440419970","496.8169018230","0.800","0.200"
"393","392","1.1159979672","8.3482297901","29.2858023722","0.800","0.200"
"394","393","1.1159965023","9.5551141324","26.4592182352","0.800","0.200"
"395","394","1.1159938168","41.7198456466","295.4534365080","0.800","0.200"
"396","395","1.1159969906","28.0574449778","226.9507663620","0.800","0.200"
"397","396","1.0828041195","34.4052310177","253.7931135800","0.800","0.200"
